Identifier	M145-R1_t1	M145-R2_t1	M145-R3_t1	M145-R1_t2	M145-R2_t2	M145-R3_t2	M145-R1_t3	M145-R2_t3	M145-R3_t3	M145-R1_t4	M145-R2_t4	M145-R3_t4	M145-R1_t5	M145-R2_t5	M145-R3_t5	M145-R1_t6	M145-R2_t6	M145-R3_t6	M145-R1_t7	M145-R2_t7	M145-R3_t7	M145-R1_t8	M145-R2_t8	M145-R3_t9 M145-R1_t8	M145-R2_t9	M145-R3_t9
SCO7582	9.47214338734586	9.54940868117436	9.521595919325502	8.85891601283403	8.83253697112131	8.838348216614628	8.725897449580755	8.448017567836395	8.1384812864659	8.565172730542228	8.494950112821908	8.282614672685057	8.673758119456586	8.634597676100288	8.535592707120525	8.754076211722783	8.642249470140325	8.818917107649415	8.718389559548108	8.841835311484218	8.959678869974038	8.8257084203447	8.689838110838615	8.644464288236405	8.859887640047486	8.787411295159183	8.816154652333276
SCO7581	8.190720286571127	8.343985449835323	8.15891085557072	7.735910874965678	7.921987526141683	7.9264997510994775	7.386588206851161	7.3666615582812485	7.655773226515316	7.2642684809029765	7.453796281394949	7.958812877167934	8.168457123898392	7.495814042893171	8.348213522820435	7.986442885087037	7.644710313783884	7.702838543385965	8.097226495407714	7.750790355752473	8.135022654267765	7.779323506369509	7.817444871286442	8.616165440778426	7.702137741106	7.671230244432434	7.765131501821267
SCO7580	8.959228277703895	8.742402769367676	8.89404532998278	8.923173059159627	8.958545462457643	8.852002997459088	8.77126739682453	8.267555396263624	7.472912419228039	8.524552750303705	8.703017832167873	8.14904214232972	8.689838110838615	9.0841257952209	7.885134594569821	8.79769385008241	9.085639429577904	9.116793790739111	8.844909211942772	9.192495189297967	9.092530724860858	9.208948843736845	9.138685957012742	8.493479744246672	9.154154762399	9.185964198950426	9.077275368041953
SCO7579	8.844909211942772	9.057900532463965	8.785355232183175	9.409012321941594	9.18462998484694	9.474413311412622	9.56693746026466	8.84900281929681	8.67804696039808	9.309705232097112	8.817308626002976	8.638066414840376	8.878585060657548	8.967589568658182	8.69130818099767	8.45939438288502	9.027679349401689	9.084880416848785	9.000196848814278	9.09136997351613	8.957048029845751	8.80793141694408	8.85534637768524	8.868919004018949	8.799861703192452	8.948911530579178	9.388982442262964
SCO7575	4.077397564119519	4.95320834480629	4.837596246528657	4.48583525580143	4.048755783831442	2.8715145167015965	4.919145093110424	5.344369614069831	5.765262955130476	4.958308373844046	4.652113847744673	5.267999660532897	5.835935205824212	4.480253289916622	5.78317744868225	5.948769155724649	3.5983796996804385	5.294872326327285	5.893515742772723	4.708316074567563	5.126166861119042	5.096891111818863	4.872562930865421	5.7895296821609925	5.855564217260163	5.267262756361298	5.271339343527107
SCO7567	4.077397564119519	4.26165159778201	4.344343048723937	4.168170189417439	4.776354814319491	4.475444678420437	5.105219867021647	5.582903671620653	5.841067004759551	5.015370788648781	4.748130236693079	5.477811433210957	6.1624128839440555	4.765849458000028	6.087541340286238	5.886538374376059	4.381068021721265	5.7047371104953095	5.838058601288545	4.5801227694825135	5.650028589348915	4.948450079698639	5.006796503776641	6.373535910926725	5.012600215140001	4.542275938209925	5.1964004907390535
SCO7566	3.522350172617969	3.668956483634424	4.048190348399838	4.168170189417439	2.8567905160530516	4.748385899647246	4.015982917301237	5.364040403399776	6.198762674465327	5.015370788648781	4.12272750261296	5.883573932257477	5.935799847896188	3.677319580862359	6.499742199484093	6.349893106913589	4.214883067854537	4.811008019262619	6.009688454029107	4.073040094364492	5.580913732323527	4.886518632036271	5.170617224474457	6.654203915367672	5.392576462730723	4.287963558354139	5.970457021450559
SCO7563	5.1656180299744445	3.668956483634424	5.275244753159664	4.963297200467686	5.275593048325583	5.699887301447554	5.844153026690357	6.790583278136544	7.678553686896121	6.464598453876625	5.478437651616508	6.48055089733144	7.077709188281646	5.344723481161455	7.652090592324791	7.578745110748692	5.708922219138179	5.920850150381787	7.367441558824526	6.050584800645138	6.320371152687874	5.98446911154566	5.856097270404512	7.616773694274363	6.067963813391062	6.035506440702878	6.307502134432637
SCO7562	7.1547270031871975	7.644304918034932	7.219520592391311	7.31505241753142	7.433095409731246	7.390728779741413	7.366123330360384	6.539198262783951	6.447531440321111	6.799271374296572	7.250212756997122	7.468145885517382	6.6756714030097015	7.416801735220032	6.784423715334419	6.7890574322631	7.708444557575046	7.702838543385965	7.132295370233258	7.5494930066250285	7.5850785302963875	7.413176736924719	7.44862905856507	6.718023337695865	7.61455457318098	7.5346506502592945	7.574981741572175
SCO7561	7.433771486726287	7.475409899044128	7.3370065600491365	7.243077975226204	7.086326304369257	7.390728779741413	6.805206879188024	7.171230765210752	7.25905034360193	7.044825007574534	7.130880222075339	7.521137892080602	7.1991873268808515	7.285634745227577	7.349475609295918	7.540973700291956	7.531363004441904	7.4039240350800775	7.391560379827923	7.345723688895816	7.608205625973958	7.290972175138327	7.605661071003938	7.465385711403794	7.329511015385273	7.415208957025012	7.676460797048415
SCO7560	7.020405633518614	7.347041151062619	7.292597716715932	6.646218808861711	6.864549769077143	6.918487470200773	6.102991944665208	5.303832361822795	5.098685134133115	6.107458929006785	6.445698754793054	5.953302315780325	5.637887362031673	6.864549769077143	5.625861541254148	5.7047371104953095	6.777163066347326	6.431377506925695	6.009688454029107	6.993231889139936	6.225961259911089	6.808246396678362	5.99206165693719	5.790781138733308	6.434986442020551	6.59739053707608	6.233997576648462
SCO7559	5.307589494617731	5.424690418356272	5.275244753159664	5.139385963578959	4.776354814319491	4.748385899647246	4.793100853567142	5.8354747333022905	6.746601860036771	5.187680824193447	5.943568024380861	6.392675923545723	6.440825815815564	5.664341707907515	7.078248935423488	7.026833632895855	6.138512220942716	5.943439887085679	6.474722658685607	5.951786443365064	6.351982455214586	5.5520764979565564	6.250742512720863	6.781084539266532	6.067963813391062	6.011172125210424	5.78317744868225
SCO7555	5.627141339685964	5.424690418356272	5.41884035987967	5.139385963578959	5.614625379709317	4.881438734058111	6.149454738508638	5.741824467809461	6.307696790930841	6.070140147729556	5.742295247503889	6.540446872249734	6.100313857591921	5.733062520804095	6.24434628171024	6.398287731194359	5.75019186598822	6.036826285667486	6.3621105590059805	5.862428066828045	5.916513249531949	5.78317744868225	5.478437651616508	6.1093814888832085	6.434986442020551	6.131148486734441	6.233997576648462
SCO7554	9.962072101950325	10.069073426062284	10.033293229851882	9.699979946972606	9.47214338734586	9.668657514908737	9.750583698727114	9.559503448875848	9.067869469407816	8.939078545217708	8.870158382607498	8.577197120777456	9.089304648572359	9.007823520211847	8.567237134142536	9.110877147877297	9.154154762399	9.194212052709378	9.248321507712442	9.279638207828707	9.357096480374093	9.14539943510457	9.06691694655572	9.210964535461263	9.038542371907962	9.148073141845078	9.217798891587789
SCO7545	5.425795450878196	4.95320834480629	5.8976591283858495	4.345642265937938	4.048755783831442	4.748385899647246	5.193988705669787	4.932981059606482	5.592046572432734	4.481499582544966	5.013008465199819	4.098927160383098	5.364040403399776	4.345934253268648	5.40305514085032	5.549312412608255	4.381068021721265	4.716863497168216	5.319370320968014	4.792808866236432	5.126166861119042	5.193988705669787	5.33924852952758	5.26672337514104	5.175945874298113	5.0401271305042865	5.395359141696563
SCO7543	6.872244762707972	7.005109014467226	7.541384957494623	6.4220181693569796	6.659649136202042	6.550606748318632	6.307291352503828	7.130880222075339	7.497481338589609	6.642600475899658	6.77522241714518	7.543058190548457	7.229790773126525	5.97685555972757	7.843720588309598	7.608306633938627	6.497799740393438	6.467598938757135	7.457252538363333	6.579962836611278	6.67314983935629	6.446618803522	6.540446872249734	7.66557266997794	6.631615373331054	6.348135774407809	6.708793297276399
SCO7536	12.153554494908981	11.980394863548613	12.415239790507334	13.645723704621654	13.645723704621654	13.49547575955075	13.412247899001468	13.369233181302292	13.621937198573475	14.67548024000021	14.889388660207198	14.889388660207198	14.97736210621265	14.97736210621265	14.889388660207198	15.14945392315442	14.97736210621265	14.889388660207198	14.767019704002466	14.826917564159416	14.826917564159416	14.717586725961628	14.97736210621265	14.767019704002466	14.97736210621265	14.826917564159416	14.717586725961628
SCO7530	6.409562817810338	6.310747130115522	6.3513868381138625	6.857798539559829	6.557765916728167	6.775550231992096	6.377738366292002	6.631615373331054	6.6967817098030995	6.665212808030908	7.141934852237627	7.891424940412618	7.80556002493637	7.2781883327828485	7.704932864032264	7.590661895230532	7.235700985747108	7.4039240350800775	7.5241048570792435	7.292339313395026	7.238801356879299	7.156859746299526	7.144830731813402	7.691196520341167	7.063081326359145	7.338654803349067	7.316610715810768
SCO7529	4.470435303019755	5.170870464046625	5.488901388996498	6.193970161115806	6.168232081807384	6.167493323281374	4.381068021721265	5.607867364977655	5.81948661463305	5.6050849314239635	5.790413283366864	5.862428066828045	6.251431982282617	5.841910774013221	6.325322624629174	6.122764763358123	5.9521492071939575	4.908494011022273	6.248732476691495	5.748053398998962	5.9951088182728896	5.668221458952775	5.735953043777419	6.6715212936746875	5.652264007693518	5.719584727382869	5.4603579263532955
SCO7525	5.862859437355263	5.684004596636826	5.844153026690357	5.49838900415963	5.844684704208026	5.534104212641411	6.19808695124412	7.748893259110236	8.560921154118015	6.898030768338043	5.914513785340429	7.154974953282531	8.174331878269545	5.841910774013221	8.573572012818477	8.503807479927735	6.16672935884994	6.642600475899658	8.028661392082146	5.9881598825383175	7.302092477946317	6.628039806458802	6.790583278136544	8.605304730621963	7.329511015385273	6.776606088263363	6.708793297276399
SCO7523	6.259092882730374	6.169916038848163	5.983083483759135	5.679630759343782	5.969223426220803	6.167493323281374	6.4101410808508	7.8362837441495135	8.541105274389022	7.196356814540505	6.222410668806777	7.856653316365604	8.343985449835323	6.600795506170949	8.830378980095196	8.408066941632216	6.538610532002242	6.824701074662649	8.169910269647097	6.561629635189534	7.48708760276898	6.742490527488672	7.0508397763306405	8.561518282325858	7.285634745227577	6.929939135295141	7.190612373618065
SCO7522	7.172843524750645	7.189039789762056	7.348455892023602	7.560827461119336	7.4120671784105046	7.285252279057422	7.413772448365727	7.915542137308456	8.946231135990807	7.631114030188193	7.236316773916428	9.038813936566616	8.85088464880397	7.137657670827926	9.290431311028089	9.028703555686668	7.338586386986886	7.282332253042741	8.752247392958841	7.365176148525952	8.23725835260477	7.698696869047372	7.961815390459076	9.465166836652102	8.202102682597612	7.975291601107555	7.998466924469302
SCO7516	11.85342933939967	11.65210063161624	11.976777556875572	11.412161521183167	11.544779901532326	11.594375947190889	11.593446272616545	11.511083620072318	11.474487685762682	11.836527479715874	12.242805295828935	12.125091290767061	11.69857368828662	12.062243846600838	11.774452860013762	11.808375523133023	11.973687505674803	11.818239757160788	11.576706010419707	11.796481424434415	11.884022611679775	11.903887061029968	11.925186344343057	11.717601031888051	11.903887061029968	11.982228499520183	11.694102527965157
SCO7515	4.967911230692694	4.013813389929788	4.048190348399838	4.345642265937938	4.378394134511353	4.05824152427196	3.764568269251957	5.039977457424698	5.081309472563439	4.760437862672178	4.2887013809061685	5.033992855388423	5.364040403399776	4.203012035586824	5.607867364977655	5.44706027933002	3.8258842715564176	4.716863497168216	5.5917098486392405	4.792808866236432	4.966228371433283	5.00518975540681	5.0649732852295415	5.847449933853218	4.039787326211119	4.733868199055874	4.1746906616044965
SCO7511	7.708444557575046	6.616875617865692	8.861764880367195	8.484904812319511	8.49557417818368	8.096657763277705	8.820151687275596	7.922446542843458	7.472912419228039	7.221015748676931	7.03780276665603	6.979224491287506	7.189875107344891	6.995687981273086	7.028165391107504	7.459444044548066	6.704414074385888	6.69010967301785	6.9663075623025	6.835209295303925	7.302092477946317	6.561629635189534	6.389326604633427	7.190812498709853	6.711874816426206	6.382995304717278	5.624972754406265
SCO7510	12.344729369751573	12.407805270277114	12.357841456615818	12.46771051917611	12.486741895001504	12.53169301006811	12.122471860430622	12.00327481950181	11.902114775108071	11.19686329954921	11.291507626276324	11.436852709931497	11.610482699515199	11.863100479787246	11.65210063161624	11.40956630748495	11.828917973368688	11.80330371395027	11.701520959458502	11.929412833255672	11.754987797022585	11.845173112352725	11.841581203293131	11.601829428617783	11.760483262090345	11.73008989011281	11.841581203293131
SCO7509	7.749343710865263	7.783571786353177	7.9046257738103005	7.868929206074381	7.729232520438725	7.833293530183478	7.79331952315386	7.653410193791849	7.9046257738103005	7.8335155126478515	7.360593738099752	7.444911984380511	8.14945761845268	7.607253299550752	8.223770147081936	7.986442885087037	7.405499757434632	7.685333033566289	7.705430141042488	7.688466038255521	7.86806067032271	7.524697898374612	7.586563434756657	7.88256200160238	7.958446002492934	7.682791094497736	7.80339392345593
SCO7506	6.340720439216035	5.49179501043224	5.8976591283858495	5.790413283366864	5.73732198472724	4.881438734058111	6.149454738508638	6.89851874569907	7.89842800032496	5.84824807696287	5.478437651616508	6.620752320378951	7.656414745956111	5.664341707907515	8.07155652469001	7.940458646646833	5.708922219138179	6.058237696097701	7.250056747690199	5.661834561833925	6.992348676474958	6.054632970088146	6.365947448591301	7.730867127906935	6.929879830998135	6.348135774407809	6.233997576648462
SCO7501	5.541769498184835	5.565646700151451	5.553417770425954	5.218157620808728	4.932981059606482	5.318995435439291	5.728127797032638	6.588590469221115	7.442079092072122	6.032846336401986	5.790413283366864	6.571943768197878	7.067931046475506	5.542366557483463	7.794128275116003	7.402282309618329	5.5666396312720225	5.795700182169016	7.101412689849426	5.376556570983219	6.5809484032467855	5.901474270172743	6.0755670170253815	7.4061603784019505	6.20908118088889	6.035506440702878	5.78317744868225
SCO7491	4.470435303019755	4.673762764622777	4.344343048723937	4.734709465016158	4.5982312452151035	5.218157620808728	5.105219867021647	4.884730817982281	5.39450911262645	5.425795450878196	4.652113847744673	4.575265112774495	5.559677644813933	5.733062520804095	5.604386485091461	5.361609498110671	5.3292742074798465	4.762413141013647	5.684004596636826	4.5801227694825135	4.984861246342274	5.193988705669787	5.222308613896794	5.4360686403285055	5.175945874298113	5.2037077169707295	5.3292742074798465
SCO7486	7.046609743798582	6.689804337410655	6.812942463385968	6.786110036669056	6.730661277435805	6.427160840459897	6.441215359742451	6.962073008669758	6.885596330915959	6.253063383832678	6.165811994759826	7.23126615209316	7.049729925404595	6.503777556602404	7.6110589392965124	7.4432490493486725	6.195817170353754	6.718115623020203	6.978382182987294	6.422531463528732	6.62362952131731	6.340720439216035	6.489759861984898	7.570928958924489	6.7929805670527355	6.423517166958531	6.917492583076682
