Identifier	M145-R1_t1	M145-R2_t1	M145-R3_t1	M145-R1_t2	M145-R2_t2	M145-R3_t2	M145-R1_t3	M145-R2_t3	M145-R3_t3	M145-R1_t4	M145-R2_t4	M145-R3_t4	M145-R1_t5	M145-R2_t5	M145-R3_t5	M145-R1_t6	M145-R2_t6	M145-R3_t6	M145-R1_t7	M145-R2_t7	M145-R3_t7	M145-R1_t8	M145-R2_t8	M145-R3_t9 M145-R1_t8	M145-R2_t9	M145-R3_t9
SCO6109	11.4063129844722	10.969686093614706	11.088965803362525	9.806077384360067	9.819006657512151	9.811943721078672	9.464708997775755	9.750583698727114	9.651289230326938	8.726391755700856	9.007823520211847	8.951628901544106	8.882805830710302	8.840966410492925	9.18462998484694	8.891283727964204	8.672677037984812	8.66636855588988	9.000196848814278	8.559188607126892	8.838348216614628	8.934335971638282	9.02972308046009	8.951628901544106	8.81236027404361	8.752636234164441	8.327417533418828
SCO6108	11.32997064230442	11.154510198557938	11.122091282911452	9.968806217823325	9.812541962284476	9.914743801486727	9.359613302382904	9.76114170592568	9.4214672336289	8.840966410492925	9.069597560200544	8.919799680874078	8.910709789933257	8.81236027404361	8.983943232738966	8.7095969852414	8.734862737775478	8.763878278891795	8.800447410970204	8.65450518653822	8.827716117768265	8.934335971638282	9.018587928411726	8.675432311688418	8.784962224997063	8.610238468658627	8.623564140876956
SCO6106	9.21285289786685	9.255364125005167	9.386685890980901	9.61543453303899	9.763929479852575	9.683529398858415	9.592125243342817	10.000782913770854	9.878380072381498	10.099981813042001	10.079801821742707	10.249102912652697	9.912494889227276	9.778918191236539	10.007659346894492	9.94403354029217	9.843215526624936	9.780268897959058	9.776169840177808	9.696380588479371	9.77325735177648	9.79933296325399	9.769499830321548	9.94403354029217	9.795421047869947	9.789835877182796	9.722323469603396
SCO6105	8.634297784668036	8.640543392562297	8.631154326360036	8.95804005640139	8.962512969836666	8.973999478057516	8.765654979911636	9.072640333272066	8.931881482455037	8.945739776000547	8.875600734263688	9.141430924080174	8.89499498087818	8.598781668374299	8.926207343464593	8.831307706117526	8.561219718221937	8.583438807265335	8.865111829151985	8.43264355783425	8.560727366857936	8.3383400745468	8.403757423433515	8.859887640047486	8.387476677181713	8.261819001617624	8.640543392562297
SCO6103	9.489717763671893	9.615901491652135	9.42303979974778	9.463907596545996	9.23909225650295	9.253585639346607	9.313198299120929	9.03006541659097	8.29365409944302	9.228482311741619	9.018587928411726	8.401390201992665	8.551827910507464	8.826327101673694	7.877894297720946	7.825186768168708	8.511740515143098	8.470143440864284	8.34583285970644	8.665832657922735	8.499305894116825	8.635165975169489	8.425493588054952	7.9558644040779285	8.481207148521015	8.488405618150045	8.754076211722783
SCO6102	13.274231126053897	13.217345923215222	13.597570640131478	13.23644619821124	13.322825454226189	13.382127396741947	13.038848778724564	13.177246784885355	13.148914160691168	12.242805295828935	12.52231232607941	11.889019553913688	12.755160160220465	12.750708740301919	12.73336159059814	12.489738194253487	12.415239790507334	12.444409032417024	12.62044091402073	12.616127164083847	12.775218842552226	12.793830841216868	12.73336159059814	12.702567450041972	12.722979480210423	12.808960466714794	12.779821387758254
SCO6100	12.112626271328764	12.064044894294963	12.409327185942402	12.082546420701181	12.000613423940695	12.20100980859922	11.913707706842086	12.01570818397327	11.76981110131804	11.253011237548368	11.382912466415853	10.734062743210027	11.443269177716813	11.407578472371899	11.265329781419366	11.102431848077039	11.112394355808709	11.212481336406707	11.37482351918528	11.350275679250254	11.50637758071171	11.437785373282743	11.477254530164647	11.426790681328049	11.471453359585826	11.493417983705687	11.689411968227256
SCO6099	11.657380442547133	11.512240585143438	11.860162443937574	11.36184661078233	11.299807444632542	11.39200597802327	10.890329490502296	11.194806807374958	10.846973983797193	10.467111922262028	10.637495244905573	9.733047327756736	10.610375592909454	10.664305486130518	10.349682603865503	10.209302305366972	10.460496417133681	10.473758855438922	10.501368129260875	10.682658187677626	10.720130654233385	10.888096542072711	10.845455881830482	10.51092329096156	10.787983561613373	10.806518099960286	10.868479499206359
SCO6098	12.272689382374223	12.032144650237228	12.481515705764668	11.880729130326081	11.875421087472745	11.936255713432967	11.73201798308971	11.81413151209571	11.657380442547133	11.062457589459807	11.477254530164647	10.644100507479184	11.354815160622163	11.537917029151732	11.164444018883989	11.077412923738073	11.151150218247677	11.207149203003627	11.244873239269536	11.29248317410511	11.527579566942043	11.554163012785596	11.485135600826931	11.328657883221414	11.50637758071171	11.50974362308676	11.36184661078233
SCO6097	12.24631166883745	12.01287063025925	12.42357260847985	11.900342489186176	11.913707706842086	11.951257929921145	11.679340206841282	11.846853640994256	11.780890770290968	11.167571992936026	11.386584798355303	10.714161108105193	11.40956630748495	11.521420736855104	11.418152736851196	11.254645390334524	11.224092617775256	11.30651801793706	11.384173511365812	11.389670285381461	11.621887146049623	11.636195539973233	11.621887146049623	11.443269177716813	11.551174348790981	11.535260536130863	11.554163012785596
SCO6096	11.851226496029586	11.686458662978954	12.078063930305404	11.483242905446161	11.49870751023933	11.537917029151732	11.295248920669728	11.423233019581735	11.295248920669728	10.366504133891219	10.523398524612531	9.86693110001253	10.528754185429166	10.625269934944146	10.361935276295076	10.136960811382638	10.171195117339716	10.27205090688571	10.390963425770014	10.387869329455365	10.560332578872103	10.629189554987132	10.413814145581034	10.125650118285087	10.420193088201337	10.415722473207845	10.372286681953113
SCO6095	10.904625202864251	10.819983934828405	11.197908839322098	10.535664693591293	10.547106185659269	10.621249051616966	10.287154878054286	10.26767147621222	10.053464060821524	9.343209014420019	9.416497081578171	8.356255803312063	9.362675780656826	9.548790790764091	9.134707781855166	8.981301328642905	9.187706725954952	9.241714435506326	9.29903089954629	9.368518472915014	9.494806558126193	9.45866240513658	9.361089952785044	9.030636480757817	9.20843514432265	9.237752435668973	9.318915206734898
SCO6094	11.07990920623191	11.074325459374684	11.47234619409515	10.750707713920528	10.799991125023972	10.860688846862327	10.559111279315657	10.546211486057722	10.384358306567382	9.59262731604657	9.649133913122338	8.73403309862121	9.684828599660753	9.741588676720367	9.40383587115597	9.194548747478084	9.332622761222938	9.37648146851851	9.500494450381627	9.474062705789178	9.689996704995275	9.601001564979098	9.579688780592186	9.19162073375838	9.447935286180561	9.361089952785044	9.467454892129773
SCO6091	10.61702418670173	10.503000431123615	10.839158856139468	10.052987264391662	10.161613077974144	10.052987264391662	11.556537131044703	11.458295118977446	11.877477722121062	12.821826418097023	12.625216551123458	12.924079282893796	12.981520876436234	12.73336159059814	12.890550022114716	12.91819406172515	12.83681370509099	12.765104832181095	12.73336159059814	12.765104832181095	12.68650149589015	12.45207363783019	12.567102924109497	12.769581852857243	12.675591900978562	12.6968165813528	12.665502453184462
SCO6090	8.980846531509336	8.86331199237805	9.047542500767982	8.053170827747218	8.183967404631103	8.128617154156737	8.316984140163287	8.229140670074157	8.531700208250617	7.610256252601692	7.473331977306409	7.705763058939793	7.407558357740499	7.495814042893171	7.822852439738265	7.92736513931915	7.826185913089099	7.736368528811504	7.652090592324791	7.57134372408578	7.682858306042194	7.617762302417273	7.66348050200582	8.017740043612978	7.927910072052401	7.7009388894028445	7.4777727391003985
SCO6085	7.779323506369509	7.917155274496037	7.8600961733267845	7.501180485185208	7.792485399287307	7.594906388245702	7.078248935423488	7.508931356901802	6.968315445540409	7.433771486726287	7.823231068363663	7.697411781328478	7.462976861428032	7.933537669716236	7.779533348139941	7.744620157626698	7.8633655630162576	7.66557266997794	7.847864568839576	7.854653147565575	7.761213116924733	7.816503543581477	7.761213116924733	7.59363829468221	7.730867127906935	7.626284375502709	7.4942718235401315
SCO6084	9.695268707717656	9.834170595354362	9.693730363011225	9.885087427522805	9.902967933220934	9.89205176604425	9.533737761507616	9.735235963296875	9.532363793253227	9.678161964496866	9.534704871070264	9.446459029110226	9.260733783612814	9.08847141009165	8.388375579732458	8.939532961900387	8.978266229138313	9.121057109045726	8.880523563501612	9.081334437032405	8.97203342530049	9.06691694655572	9.122933014666605	9.130237094684913	9.02264664591285	9.208087829953062	9.337213974139424
SCO6083	10.856210419764865	11.187706919011763	10.863839694533212	11.075883982476983	10.985347787200379	11.0527295722144	10.650709664262333	10.907255365287693	11.131938973590866	10.20671683238208	10.042289639651447	10.277764367389992	10.382385637407868	9.962072101950325	10.600439989029567	10.231696648871571	10.205583866580769	10.234486788984547	10.367717753514375	10.140319007186076	10.163584976982754	9.887069462837472	9.889984221467138	10.27825774471015	9.888735007076018	10.031056267685475	10.3380316964597
SCO6081	7.696135393357762	7.796352999834772	7.969025375346128	7.824703632293202	7.729232520438725	7.8695770076647635	8.018000659125288	8.655216622470462	9.251564454183315	8.535265857658505	7.904232640336597	9.400094768972032	8.917243809526045	7.872124850229342	9.653318347718761	9.189677373748644	7.826185913089099	8.156242998189464	8.817936558502673	7.717027746660044	8.445100133672351	7.872124850229342	8.036659100537298	9.330708162835435	7.939476987513971	7.816503543581477	7.84095812654596
SCO6079	9.032840314965624	9.025163233324857	9.031207544924664	9.245515154753681	9.064206633114791	9.195518540500018	9.014644158484451	8.895839715461982	7.89842800032496	9.518617354918396	9.185964198950426	8.573185350967908	9.085259923213345	9.099246017947388	8.306266797387478	8.18050069323426	9.035776114282493	9.053343314948268	9.05759551863259	9.11175451508854	8.80883094492521	8.985938825974081	8.965565251568883	8.80399746318959	8.91265499741385	9.16022825085649	9.415988758534496
SCO6078	9.108143995042504	9.182454383583146	9.327505624886838	9.296576590781513	9.303448984923362	9.35010015752925	9.114252834971724	9.567362692564526	9.677010675467951	9.930218802983347	10.121450307676405	10.292615198531204	10.208558319783684	10.207814334200398	10.463492303078707	10.353788945679765	10.084488803005067	9.984214503869175	10.101936891783081	9.916114356950565	10.129461268192172	10.20671683238208	10.249802935000192	10.334041640857563	10.152120721434864	10.256325868028465	9.845290378576404
SCO6076	7.465716179856841	7.718432464611797	7.874514295860921	7.833293530183478	7.903978948192654	7.727765782795504	7.566451086246253	7.887112516556889	8.403757423433515	8.22292530384612	8.796784404050111	9.044699552531009	8.48041737472903	8.598781668374299	8.830378980095196	8.656364720425731	8.419228142064192	8.395901263579672	8.57846917982111	8.521471255949965	8.503807479927735	8.758214940608866	8.647650150608857	8.783065880837208	8.655912956006432	8.705068547670589	8.383664981386946
SCO6075	8.739262558690722	8.838348216614628	8.859062194540426	8.544354775601875	8.690821913746937	8.443686393156305	7.981276690203176	8.137198378780013	7.761627310889658	7.583819752859527	7.331093490642806	8.314305341110217	7.624327677313048	7.186351768401941	7.29216256762854	7.499140111807151	7.3220490715618345	7.649477040521791	7.4181432582085804	7.424256008394598	7.70951611362403	7.531363004441904	7.521491759172227	7.377988996008976	7.730867127906935	7.2583095396002575	7.729232520438725
SCO6071	10.190759253698628	10.408630137163977	10.13385968101247	10.203412240525935	10.242391076857409	10.302474197441153	10.25428655493723	9.856474343300283	9.37648146851851	9.552592922400281	9.345936789544293	8.993413508401186	8.99712036045343	9.25642788646456	8.33333508151846	8.503807479927735	9.130869637252477	9.153544830131688	8.937512106157442	9.103678000698215	8.932442619576415	9.24727047000846	9.09586597686383	8.648213983191308	9.132676100553091	9.025686634985005	9.258355143557102
SCO6070	9.908376023177317	9.899434967407087	9.682671183816636	9.606646071216332	9.377723880266478	9.657970898627502	9.406847483808802	9.56285588658115	8.89499498087818	9.185964198950426	8.890374669557819	8.780486140696436	9.095102016410047	9.193875357940675	9.016086965197587	8.904297213099351	9.103678000698215	9.078144671756196	9.146769590402702	9.088766423247135	9.208087829953062	9.143297220674803	9.216631320584414	8.91366840263026	9.078914822168741	9.055456219298797	9.21394241656687
SCO6069	10.146472747755825	10.188399540944149	10.033293229851882	9.820983927003773	9.717834696917699	9.995651682173865	9.657534022522617	9.996963213090435	10.299842727188729	9.406379633156165	9.278716767374432	9.793362270369283	9.853194421122671	9.5096646183141	10.253604103281198	10.00653080180229	9.438795472344681	9.657534022522617	9.86693110001253	9.502239564712035	9.689996704995275	9.543852829798272	9.5740764691207	9.84835672859419	9.451019615111829	9.239619954707704	9.343209014420019
SCO6068	8.991880908586705	8.907918835229564	8.88639310858476	8.536214540747162	8.622043219031122	8.807430216559753	8.553810244703575	8.158018100901739	6.854638808171138	7.772668132966706	8.11251392683151	6.635571451970492	7.248428243482891	8.172560327064044	6.594371878203607	6.482674433340048	8.337714150857964	8.019459159700745	6.931373770276313	8.276065085375294	8.102542587749948	8.144327570045155	8.228558795225728	6.389870814266596	7.792945297713651	8.088418729620535	7.740373455286306
SCO6066	8.908727570862656	8.671613041185859	8.59825271375167	8.680537944456148	8.544354775601875	8.732168276311445	8.649688766689739	8.29686849522373	6.989106549571822	7.845983532635087	7.726056987294854	6.6595352060727535	7.229790773126525	7.9308700670043555	6.742490527488672	6.765247807237135	8.016356828482078	7.874514295860921	7.477536942541036	7.931555161945373	8.016202016057388	7.926932445209314	7.910485629430171	6.525221242316255	7.679028300804342	7.7155976596866545	7.780714111913475
SCO6065	10.775914350253895	10.66727895592261	10.644635071156154	10.144359644391312	10.227928697863797	10.199068884644255	10.355791849182339	10.166287794756553	9.994341593274141	10.072595047225215	9.900101275495297	10.24657312768058	9.876131259636038	9.951206405642603	9.606089048189943	9.792759538427548	9.990779095915284	10.059322286545815	9.896478546135212	10.118404331945518	10.058011769475094	10.025134438827711	9.990083198056066	9.577359453179817	9.787973149142083	9.876729224773282	9.93561693188181
SCO6062	9.735863729634033	9.794110067029942	9.815712925749018	9.707655226019062	9.637124784604755	9.66689610763958	9.147299849312567	8.970579128490474	8.796784404050111	9.202879921838566	9.188854997318511	9.08350049659371	9.29608532263576	9.361089952785044	9.238564558298195	8.9888210433887	9.40417985415039	9.187706725954952	9.313198299120929	9.391946093490835	9.296576590781513	9.478034397850099	9.44207323478672	9.349066746769896	9.609792204247828	9.35174073131454	9.533737761507616
SCO6061	9.216631320584414	9.17031779777465	9.496469443248966	10.549525292742869	10.562102231760274	10.569065551846652	9.839569967590888	9.147686495578823	8.396067349739118	10.34625339978709	10.294046362427473	9.788732649134198	9.828683193324318	10.094251704167815	9.311762544335897	9.601540990235131	9.93688783962953	9.976206747624328	9.983011157083586	9.964633217994447	10.055898672480929	10.249102912652697	10.084966721903648	10.434079479488975	10.697830132490738	10.397759980556057	10.890329490502296
SCO6060	9.644676497259585	9.670600606833752	9.817524887927075	9.495339418093593	9.662329090518538	9.557407383741754	9.513243072052408	9.58078303980626	9.719131652486032	9.678161964496866	9.885810613812161	9.820306800788003	9.58139722164174	9.897013110610615	9.663622310853263	9.743147769219885	9.798157118724108	9.7437209675697	9.657970898627502	9.731464801902334	9.674258657136015	9.963247889059778	9.887069462837472	9.706511700958107	9.96664164092802	9.992211589120958	9.712632772222461
SCO6059	9.177569280840196	9.154764694666312	9.409844743602239	9.643025362839738	9.567362692564526	9.690757998047042	9.914743801486727	9.685915898735074	9.29549602028597	10.838534980494503	10.849507031599433	10.717742654306136	10.138219168764994	10.540843535982292	9.925881681483887	9.78709183197569	10.495311019302482	10.363513177858835	10.136960811382638	10.458400078926484	10.209944692067584	10.427788177401204	10.493526187076702	10.345702350318406	10.43193129738411	10.515732227391975	10.642097369489555
SCO6057	8.383355828700081	8.514669985341687	8.518325290509972	8.102077745331844	8.238428247553479	7.975738236937099	7.956317234820464	8.028661392082146	7.888022774892432	7.912202845818458	8.014226730429488	7.904232640336597	8.061835439274416	7.962334482861021	8.450228791468737	8.144099416866712	7.900533056578714	8.061236337058281	8.289917252603622	8.151081952914119	7.848706047920324	8.138315897734195	8.122547469279855	8.183080258993787	8.229140670074157	8.097306846069277	7.929282429979251
SCO6053	8.894520155430481	8.890374669557819	8.973999478057516	8.696808781904794	8.711497105781543	8.906174074152352	9.111069597428994	8.390267296736537	8.215716673009863	9.316592657256098	8.993897448905745	8.628542485001596	9.029042150007939	8.720484428882976	8.031247152284987	8.35576515568022	8.605304730621963	8.720112471882555	8.594955325982989	8.684172313667876	8.783542102799736	8.432409842209122	8.44049924787725	8.11390000660065	8.5024693355751	8.600790684109404	8.84900281929681
SCO6046	7.527951325826654	7.729232520438725	7.555847555289614	7.2308588063475945	7.486089813651356	7.497432541179092	6.596924388101421	6.8256877271992575	6.3281064616957865	6.997263187405753	7.421226932973389	6.880871945228227	6.7665742001066125	7.465560044836294	6.574412873051092	6.8891784875159825	7.250538954867131	7.282332253042741	6.64115774870171	7.255894345227062	7.02611269150852	7.375629837527724	7.242754226597987	6.76372642872328	7.30505768734208	7.401334906908277	7.155812284286596
SCO6045	9.155704959678088	9.567362692564526	9.655874466292243	9.495339418093593	9.646483788549611	9.470367140520112	9.873145001765693	9.869744072363483	10.068449863136674	11.566975706544527	11.350275679250254	11.399445771391504	11.373933954062684	11.48135021006539	11.4063129844722	11.4063129844722	11.39200597802327	11.452983027311385	11.397375968286598	11.36184661078233	11.448261995782644	10.93227728971099	11.104255094587927	11.11657249647041	10.814654010260366	11.034353456411	11.093404225343857
SCO6044	8.395901263579672	8.701428311547327	8.347330053805042	7.9046257738103005	7.844900662896433	7.961696913214666	7.465385711403794	7.3191979718946705	6.885596330915959	8.514129805540495	8.387033319650811	8.130504481452514	8.144524380118721	8.560921154118015	7.450024570347206	7.776605743043395	8.282186476160872	8.457485009242289	7.66557266997794	8.333898634310748	8.055184012302817	7.872124850229342	8.078514121033846	7.24567443054449	7.741811975876309	7.992328351674599	7.62295268425261
SCO6042	11.525604856932038	11.21903842405178	11.826357017095846	11.710900312757804	11.721209625338885	11.556537131044703	11.713450456579153	11.608040659042437	11.4063129844722	11.141151587175223	11.311935369297833	11.05445213439016	10.97172848133316	11.002213790900521	10.706932483252222	10.754105356785015	11.007942150062945	11.020547107257588	10.768552318800424	10.962339046088266	11.029318903926168	10.934406117506352	10.965994221396473	10.6404548774477	11.011671245742345	11.007942150062945	10.806518099960286
SCO6041	8.501541961022395	8.085346047779057	10.27825774471015	9.583966425154815	9.520323193228435	9.135471417503865	9.071448831580803	9.027224715503888	8.25727112356794	8.945739776000547	8.621777174296353	8.628542485001596	9.082450068527319	8.409301164555114	8.512371811736042	8.841554294358119	8.17205213373366	8.288961185296301	8.53483854829328	7.940677901350376	8.906174074152352	8.046992010929026	8.207793622069236	8.365079534123783	7.867481754205206	8.047802117735356	7.587829259974781
SCO6040	6.722197508739505	6.921956974481537	6.7429702611731	6.917492583076682	7.1745911381363365	7.057109969580004	8.542348068033915	8.50608107157668	8.077785238317833	9.61955718523438	9.43634199315386	9.653318347718761	9.741588676720367	9.543852829798272	9.2074110698743	9.16083165721776	9.196104950827756	9.281806668969796	9.049455183906638	9.049799316635802	9.216631320584414	8.912098562641592	8.645048961737066	8.370339398651293	8.490793451583256	8.372507084957215	8.527853051151158
SCO6039	8.925282109223598	9.111412056258768	9.270613240235585	9.878380072381498	9.796691960127866	9.613618737119701	9.62775827347555	9.639737514684914	9.807803745912405	9.74981371554558	9.534704871070264	10.014341533416015	9.756811650966977	9.517556000777123	9.962072101950325	9.875505066970867	9.282188808559109	9.533737761507616	9.675044937282967	9.385970060806068	9.515004472057125	9.279177487601569	9.382182198479008	9.631900178316059	9.291753814229498	9.175158389660277	9.37648146851851
SCO6034	6.055840395622824	6.4053140558944595	5.844153026690357	6.1624128839440555	6.291942875017444	6.292678584426027	6.0094438878041485	7.562703201463794	8.234834011101361	7.063864762127594	6.736978348368922	7.344812248510384	7.6652060173602345	6.218096139178974	8.412328735374786	7.668736827154925	6.16672935884994	5.838058601288545	7.435474081688422	6.22419746824519	6.79348463989423	6.130658260598123	6.426621830902278	7.673019461131742	6.929879830998135	6.423517166958531	6.5453887882184985
SCO6031	10.87084101752629	10.814654010260366	10.906370506628134	10.554063235583412	10.68327239230075	10.598667740483233	10.498289046168082	10.572827331707156	10.444100749041592	10.072595047225215	9.968806217823325	9.853664473783708	10.121450307676405	10.091789251088962	10.053464060821524	10.25428655493723	10.348713559110456	10.275035619144898	10.266979472704197	10.259164403493049	10.301190642728855	10.298424526748187	10.241687037895307	10.220438995227564	10.361254132656782	10.26767147621222	10.324772875113085
SCO6030	9.435296654741622	9.701849512127525	9.64126723092217	9.564254935602664	10.249802935000192	9.575045033738395	8.918042467399712	9.410427015428251	9.393555559912954	9.653318347718761	9.801790051426536	9.690377351521159	9.731464801902334	10.037297807732152	9.840122719291909	9.439841753616253	9.701379352746347	9.704892727627287	9.420572063746558	9.622859757535457	9.524025504936045	9.377406983110586	9.46215221625387	9.288696195008908	9.46284696389083	9.471113933176095	9.366175840246216
SCO6028	10.43600729632951	10.531975617019924	10.639005763744974	10.571756103023269	10.597212316735725	10.55480920347485	10.207265583291239	10.38593008529606	10.249102912652697	9.919820499085848	10.075548939206527	10.131187265566385	10.361935276295076	10.318367247822135	10.23001916320056	10.400905965308793	10.427788177401204	10.392679377186225	10.329190829357543	10.443403715299498	10.498289046168082	10.458400078926484	10.405537870819474	10.34337369185792	10.55480920347485	10.452602700854348	10.380233772427871
SCO6027	10.27052425165705	10.080449302206897	10.227184471955429	9.924774629004702	9.781686220702749	9.901283436355701	9.928860610353208	9.924144731881915	9.655097355141564	9.360113199966001	9.48489019800126	9.338200795010934	9.840675470992927	10.001599020083273	9.743147769219885	10.394125043476684	10.134589832142495	10.231696648871571	10.266979472704197	10.348713559110456	10.315382783802004	10.178969500457425	10.166287794756553	10.1900266490032	10.413814145581034	10.388573061386612	10.340994891861715
SCO6026	11.104255094587927	10.941407750611882	10.97406498013751	10.61362406155602	10.459927660189631	10.68327239230075	10.731645716830663	10.624758643606668	10.813295959657014	10.16425711448781	10.32680258275732	10.329190829357543	10.930309821799439	10.824045736289527	10.978367031089737	11.49019728820819	11.149062947994976	11.338335533968321	11.48135021006539	11.422224249686352	11.429797688718056	11.184624059810197	11.158032821716885	11.46267193551066	11.389670285381461	11.403993346951246	11.455340050678943
SCO6025	6.924531120611023	6.921956974481537	7.05319430118565	6.917492583076682	6.778858400959773	6.991927489702374	6.784423715334419	8.028661392082146	8.931881482455037	6.997263187405753	6.0889665272474955	8.182247304282745	8.305961357680246	6.389870814266596	9.029042150007939	8.823522568139925	5.983778599019859	6.7872172880256185	8.322261463189134	6.077371767205591	7.553875266408679	6.628039806458802	6.868169391956514	8.934335971638282	6.916914635656622	6.792476494211241	7.009456206708862
SCO6024	6.53978599356566	6.7872172880256185	7.118654600315917	6.814303891164119	6.464395671281582	6.741007061995764	6.596924388101421	8.024127653686026	8.942725455624299	7.221015748676931	5.625861541254148	7.629384024879225	8.139742175282212	5.7768355114626555	8.79537341115948	8.484058818405734	6.105210224783127	6.824701074662649	8.028661392082146	6.401943644835498	7.210480785493942	6.544885176850479	6.880013918373715	8.359201271496978	7.076399761229622	6.6463043019741255	6.834147678812771
SCO6020	8.327008610331866	8.25087095019558	8.392110409233227	7.735910874965678	7.782799316405423	7.660057294760771	7.553134936336994	7.047995418589105	7.290451734518486	6.4053140558944595	6.3921028608697394	6.3281064616957865	5.880759654341769	6.943858354504268	6.302732245374856	6.226328499498684	6.614490074465222	6.86552815653088	6.349701246205971	6.819979581909349	6.726061911023978	6.888413010577696	6.599943775071535	6.1681156695324315	6.671431489977254	6.297680043019545	6.103454094907157
SCO6019	11.256699249296384	11.295248920669728	11.200000488814773	10.25428655493723	9.925328155244294	10.056566306990824	9.59066585830211	9.6250933246994	9.363069634379524	8.558179708498479	8.264012463084173	8.909984090024546	9.06691694655572	8.703422877473459	9.086821621213936	9.201242482003412	8.975146508324361	9.152221199312502	9.199388238533423	9.041205721448613	9.150337517808484	8.981301328642905	8.715278086646546	9.253585639346607	8.793337836203195	8.942725455624299	9.106056650457901
SCO6013	11.109623374843697	11.035905382498118	11.173502198143266	11.022884406875331	11.097802998014428	11.049855603617315	11.117373819961061	11.147337881581535	11.251714190817506	11.096733637479739	11.444555262175571	11.263412852603206	11.12962965027546	11.140314163865268	11.27451877740711	11.260892144149542	11.193036667482389	11.131938973590866	11.066256382686287	11.113322445584435	11.163554452918703	11.190121780544647	11.258985321735684	11.20550728014505	11.276663978792124	11.230877687013088	11.014764748530535
SCO6011	10.059693662002019	9.855865796486057	9.447197157645395	8.877213352956844	8.965951361702716	9.043406485856341	8.955513518824802	9.149180572318654	9.349066746769896	7.878641752880215	7.883866467636742	7.68572905422026	7.8600961733267845	7.986442885087037	8.663063564916133	8.545530979083917	7.943026598306572	7.967101145932053	8.252673821796598	8.06085081926686	8.231828466653697	7.9802243724022865	8.017125842259873	8.306546200569068	7.9931695807581935	7.822262618289219	7.426303721518162
SCO6010	9.904118280711451	9.72745762150953	9.607956031682132	8.931881482455037	8.933003756697794	9.032840314965624	9.16083165721776	8.932442619576415	8.469676251640601	7.746707664566868	7.752282679791385	6.771429016667247	6.602657936313806	7.881599905288477	6.691826511438194	7.402282309618329	7.7566992484017625	7.743738070480573	7.077709188281646	7.824220496417698	7.5850785302963875	7.705763058939793	7.612141734482746	6.389870814266596	7.30505768734208	7.321685575140558	7.171717987083604
SCO6009	12.138825308576708	12.22041404415379	12.00327481950181	11.67582502471297	11.820567061834453	11.722593898269196	11.616118976298129	11.741087261397963	11.654683195522301	10.139255498838487	10.073883489813088	10.049552224955484	9.948026414098823	10.363513177858835	9.929398788641874	9.892745219189349	10.209944692067584	10.239329141681498	9.996200470825004	10.28830829965172	10.3380316964597	10.028125661548042	9.959575743356375	9.312843594699508	9.69698710582042	9.742574570870067	9.7269947843265
SCO6008	11.238596778039925	11.291507626276324	11.173502198143266	11.41719119730805	11.33185106074828	11.283346063781993	11.012546802641879	11.15194965451538	10.87847499626228	9.823792103071012	9.677010675467951	10.075086336797494	10.028125661548042	9.821527751073	10.000782913770854	10.143186871532343	9.948945805908053	9.942760163173219	10.075086336797494	9.919820499085848	10.075548939206527	9.849935334179447	9.789284263158496	10.045762585557185	9.806988546610835	9.852724368461635	9.861485934541218
SCO6005	9.878380072381498	9.751872779098186	9.521595919325502	8.991880908586705	9.064206633114791	9.026228358295548	9.7709652130191	9.818383640452067	9.635857515400858	10.093617127831754	9.962659995505051	10.109459959992812	10.015079196114094	10.134589832142495	9.811279164199519	10.089664843917301	10.22213027408733	10.227184471955429	10.119122187727713	10.377789963323016	10.336397303099767	10.211727365125663	10.143824956731676	9.415988758534496	9.998628178660628	9.904692643214691	9.679861488022262
SCO6003	10.603760407677333	10.595556865709135	10.58253712410873	9.843894329456695	9.745511025148403	9.795984232049294	10.370783174589004	10.115027430108329	9.891358312899154	10.171195117339716	9.834170595354362	10.026841013523269	10.463492303078707	10.351788821853368	10.258676928748567	10.409485204719626	10.446737297929683	10.503000431123615	10.342528945761652	10.380233772427871	10.426449338172041	9.987433002379074	10.06095453467449	9.758011903842178	9.810614607320367	9.972966355202082	9.97229482253991
SCO5999	11.58389466581498	11.419114276394343	11.56130635816171	11.36887304866637	11.422224249686352	11.408572389928423	11.663584859311245	11.645102016914617	11.671834669550654	11.183620119922196	11.930578170847582	10.91084714491892	11.12734516133266	11.16969945978662	11.161585783634191	11.44584134663433	11.258985321735684	11.277780164729698	11.327345124138406	11.317987960882606	11.293458721933895	11.751388377982654	11.946058067464213	11.465428422198917	11.989952584652894	11.692098612965692	11.346875436206334
SCO5998	9.946104784724483	9.495872278060993	9.649133913122338	9.330708162835435	9.526130229021568	9.362281926934125	9.45311887956148	9.447197157645395	9.61955718523438	9.062416431898443	9.289288460844437	8.986810610717365	9.670600606833752	9.73394988460549	9.663622310853263	9.732525377716211	9.779738644781116	9.708134863249944	9.682227010428555	9.66559980393968	9.846007624864352	9.871697940083305	9.835839966245157	9.76283449265121	9.995102893522724	9.765846996108024	9.691357526727659
