ID_REF	VADS_01047_N	VADS_01047_T_E	VADS_0135_T_M	VADS_0279_T_NM	VADS_065_T_NM	VADS_0888_T_M	VADS_1102_N	VADS_1107_N	VADS_0190_T_NM	VADS_209_T_M	VADS_435_T_E	VADS_834_T_E	VADS_856_T_NM	VADS_933_T_M	VADS_pool_N	VADS_pool_T_E	VADS_Pool_T_NM	VADS_Pool_T_M	VADS_0103_T_NM	VADS_0118_T_LR	VADS_0165_T_M	VADS_0167_T_NM	VADS_0203_T_M	VADS_0215_T_M	VADS_0218_T_M	VADS_0330_T_M	VADS_0357_T_NM	VADS_0408_T_M	VADS_0409_T_NM	VADS_0423_T_NM	VADS_0429_T_LR	VADS_0621_T_M	VADS_0629_T_M	VADS_0684_T_LR	VADS_0702_T_LR	VADS_0744_T_M	VADS_0829_T_M	VADS_0847_T_NM
31645_at	190.2	224.5	454.6	60.1	186.8	516.3	298.4	280.3	458.1	121.3	520.2	240.2	61.2	187.1	402.7	420.9	908.2	424.5	350.1	32.7	16180.6	163.4	89.5	71.1	43	1024.2	49.3	144.9	15640.8	122	37.2	135.1	117.6	48	488.3	72.3	66.7	62.7
31646_at	6	43.6	11	12	51.4	11.4	15.3	130.2	30.8	10.1	42.7	27.9	149.3	22.2	135.1	95.2	129.6	11.8	875.9	562.5	557	787.4	1110.2	636.6	594.2	520.4	456.1	500.6	199.7	607.7	363.4	617.5	1070.1	568.2	820.5	168.2	631.8	744
31647_at	25.8	36.7	114.7	110.7	47.3	30.2	58.7	95.5	232.7	50.1	49	71.2	62.6	28.7	100.3	138.5	33	57	1731.3	1877.4	2274.1	1195.2	3736	1752.5	3901.7	2392.5	2690.8	1282.8	1171.2	4108.2	852.6	1227.6	2318.5	1007.1	629.7	3900	1170.2	1886.6
31648_at	59.2	21.7	211.7	34.7	200.9	27.3	120.9	31.3	210.4	13.8	122	179.2	77.7	141.1	120.9	12.3	250.6	20.4	2924	2987.3	2354.5	3141.1	2378.9	6275	3276.4	3554.7	2473.3	2495.7	3839.9	3704.7	4180.5	3569.1	2616.3	1841.5	1980.9	3875.9	2561.3	2621.4
31649_at	10.6	10.9	48.7	15.9	31.9	46.8	34.4	17.5	37	10.5	44.8	40.4	10.8	40.8	8.2	10.7	28.2	11.7	119.5	18.7	20.9	29.3	30.4	44.5	12.3	37.7	29.2	33.2	85.1	22.7	54.7	29.4	28.2	88.5	24.4	14.4	28.4	36.4
31650_g_at	157.3	131.1	56.5	84.6	75.3	90.8	42.9	73.8	68.5	216.1	73.8	129.7	49.9	33.5	185.1	212.7	47.6	48.5	101.4	107.1	77.2	76.2	105.6	134.4	93.3	88.3	86.1	125.6	119.8	111.7	105.2	125.2	73.6	84.5	43.1	86.1	99	97.4
31651_at	5.2	18.7	226.5	27.4	78.7	62.4	76	84	168.2	142.9	38.5	124	73.3	220.3	22.5	15.7	23.3	11	88	45.2	162.2	53.3	314.1	84.2	36.5	34	27.4	36.6	40.5	176.7	61.9	488.5	51.3	40.3	34	68.3	62.8	37.6
31652_at	151.9	173.1	168.5	353.7	80.6	14.5	69.4	206.5	151.5	115.3	354.4	272.5	260.9	271.9	221.2	242.2	46.1	41.1	12	10.8	14.4	13	7.2	3.9	3.1	25.4	10.3	7.3	13.5	13.3	42.8	45	5.9	25.1	62.9	9.4	9.7	4.3
31653_at	40.6	27.8	171	326.6	102.6	174.4	237.1	21	103.8	81.2	153.4	29.1	14.9	39.9	137	37	55.5	158.3	61.8	13	14.4	12.4	9.4	4.4	6.4	9	12.1	7.9	14.5	18.1	20.4	5.7	4.2	8.1	10	47.8	13.4	8.1
31654_at	18.7	23.1	25.6	25.6	105.7	52.8	249.8	229.6	25.6	30.6	64.9	22	20.3	238	151.2	63.8	170.8	107.9	605	74.2	69.6	27.2	157.2	42.7	70.8	56.8	42.7	149.1	47	159.7	48.2	50.3	48.9	38.5	125.2	69.2	50	35.5
31655_at	607.6	311.7	404.4	701.7	355.4	447.3	700.2	501	262.9	231.4	428.7	488	702.2	334.4	47.2	387	536	410.1	301.7	252.7	282.5	124.8	217.9	238.1	78.9	195.3	192.2	119.2	193.5	338.3	277.7	237.2	157.3	217.1	134.8	158.3	233.8	153.8
31656_at	26.9	3.2	12.4	19	16	4.4	7.2	3.9	75.4	77.1	19.8	12	9.5	56.4	88.8	12.9	9.9	47.9	54.8	17.1	56.5	4.9	66.9	6.8	4.6	16.8	8.7	12	7.5	31.2	17.4	65.9	7	5.7	6.8	35.8	69.7	6.6
31657_at	109.5	34.8	60.5	80.4	26	35.5	23.5	17.1	39.8	10.4	215.3	36.8	151.4	124.2	49.8	34.9	196.7	34.3	21.3	17.4	114.3	41	29.6	77.3	22.6	26.4	15.8	41.2	99.1	25.5	21.9	65.7	26.4	20	21.4	29.7	89.3	65.1
31658_at	32.2	207.5	100.4	103	37.8	25	34	81.6	54.1	22.4	138.4	68	58.4	34.6	38	49.8	65.5	32.5	59.9	36.8	8.4	13.2	53.4	19.8	17.6	34.7	42.1	69.7	11	10.2	75.7	4.2	24	306.7	63	14.9	10.3	70.2
31659_at	160.5	413.1	388.5	321.1	401.2	235.4	350.8	535.6	156.6	90.5	235.2	137.7	49.7	179.3	472.8	283.4	421.6	299	13.3	14.1	58	32.9	11	22.6	8.5	22.1	29.5	16.6	29.6	13.4	26	11.1	6.7	13	4.2	6.7	12.1	9.3
31660_at	45.8	51.7	47.8	49.3	51.3	57.7	61.7	42.5	80.9	55.6	79.2	117.5	63.5	41.3	67.5	49.7	68.1	42.2	75.5	85.8	50.5	154.3	129	152.6	83.3	62.1	143	93.1	183.7	36.6	254.4	217.7	25.3	98	66	85.5	40.1	17.5
31661_at	222.7	112.5	145	145	78.4	344.6	170.1	173.8	639.3	172.8	97.7	111.3	207	42.3	111.7	225	73.1	87.7	55.8	9.7	39.9	12.5	3.1	53.4	19.2	8.5	24.9	10.3	7.1	11.2	112.5	84.4	3.7	12.6	49.6	52	81.8	7.1
31662_at	66.8	82.3	101	84.7	78.7	42.9	85.6	93.5	76.5	57.2	85.7	80.4	87.8	111.3	85	120.4	113	49.2	152.7	49.1	38.6	16.9	44.3	135.5	11.8	126.6	81.9	88.7	114.3	148.2	106.4	55.2	101	45.3	84.5	38.4	97.6	78.1
31663_at	505.3	300.1	942.5	989.6	214	661.2	1212.1	298.2	697.9	67.4	160.8	552.7	394.4	228.7	740.6	705.7	732.3	678.4	40.9	56.7	60.6	23.6	38.5	20.7	8.6	45.3	13.7	101.9	12.2	16.7	22.7	73.5	60.5	37.4	54.4	24.8	13.2	32.7
31664_at	23	29.6	246	97	52.1	55	49	33.3	119.9	33.8	69.7	62.5	19.2	53.9	31.1	19.8	95	91.6	9.6	37	59.3	33.7	28.7	21.8	74.2	112.2	86.4	76.1	80.4	47.7	79	17.5	62	19.8	78.1	6.8	107.1	19.9
31665_s_at	71.4	228.1	51	31	173.3	355.7	293.4	230.6	243.8	149.9	13.8	56.4	465.5	210.9	101.3	181.7	30.3	121.9	482	324.2	279.4	574.3	558.2	520.2	380.6	363.3	287.2	357.8	225.4	689.6	504	264.2	305.9	369.5	397.5	246.1	376.2	337.5
31666_f_at	5.3	5.6	22	31.4	4.1	15.2	158.3	6.1	7	6.3	24.9	6.2	107.4	138.8	92.5	17.1	13.5	5.9	4.8	32.1	2.9	33.7	7.1	10	35.8	3	3.3	2.1	4.3	2.9	7	4.8	2.6	0.9	10.2	2.5	7.6	17.1
31667_r_at	507.4	782.6	1604.7	627.2	827.1	1060.8	1821	1447.6	1161.9	178.2	887.4	1799	864.3	663.6	788.8	927.1	3065.1	830.4	24.3	15.1	18.2	12	15.1	68.9	7.5	21.5	4	12.5	16.3	20.9	14.3	8.3	11.3	53.5	13.6	59	23	90.6
31668_f_at	310.5	362.4	387	457.1	160.8	200	303	334.6	428.9	351.6	282.1	112	327.9	435.7	309.2	329	370.3	285.3	16.2	15.5	20.1	22.6	23.9	38.7	23.3	24.7	48.6	19.8	42.5	35.5	38	24.8	16.4	30.4	20.9	18.1	18	22.4
31669_s_at	129	539.3	200.3	642.3	481.2	539	392.5	287	672.3	522.7	404.8	460.4	567.3	580.3	343.2	654.5	444.6	617.1	159.5	131.4	332.8	248.6	153.9	89.2	152.2	149.4	38.5	142.6	274	105.1	184.5	174.6	62.1	61.3	193	111.7	168.2	224.1
31670_s_at	619.3	409.3	447.9	299.2	391.1	388.2	299.9	203.3	1671	263.2	1098.6	479.1	585.7	236.9	545.5	221.5	268.7	170.1	34.6	20.2	36.1	19	30.7	17.2	17.8	15.3	20.8	44.5	19	31	25.4	21.9	26.1	24.1	18.2	28.2	44.3	15
31671_at	1387.9	1384.2	1381.4	1266.7	1613.7	796.1	1211	1949	1635.4	1334.1	1536.8	2368.7	1853.4	1850.8	900.9	1939.5	3051.7	1585.6	123.7	68.4	64.4	86.5	107.9	73.4	49.5	56.7	46.7	104.2	91.2	88	62	80.7	91	62.8	76.8	87.9	52.7	60.2
31672_g_at	1564.4	1541.6	759.2	1341.4	1011.5	704	605.9	902.9	1753.8	829.8	1185.3	1083.4	2711.5	1666.3	725.1	783.6	1008.1	1031.3	40.4	40.1	55.9	43.2	45	59.3	39.9	84.6	74.8	46	64.3	74.8	50.3	82.4	55.8	30.8	45.9	67.7	51.5	46.9
31673_s_at	1184	1263.7	1294.4	1069.2	989.9	1386.8	1175.5	1120.8	1354.2	1147.3	1291.8	1334.8	1587.3	1297.1	1957.5	1419.3	1771.4	1227.1	335.8	195.7	77.7	228.1	134.9	359.4	54.7	165.9	153.7	420.9	57.5	291.5	183.4	214.6	222	955.7	238.5	336	300.2	220.2
31674_s_at	51.1	43.2	77.3	49.8	40.8	82.5	47.5	58.7	61.7	24.1	370.3	38.1	65.3	14.3	79.8	53.8	90.7	29.7	80.4	43.1	34.8	13.4	17.3	44.8	29.9	53.7	44.6	31.4	21.5	23.8	46.8	22.8	10.9	27.4	20.8	19.1	20.6	14.9
31675_s_at	293	350.5	308.8	550.8	278.8	532.3	326.5	137.5	363.3	552.5	26.7	360.5	583.4	80.1	334.3	185.6	178.9	179.3	84.5	227.2	169.5	248.3	77.4	514.4	182.5	221.1	189.2	431.4	212.1	240.1	278.1	217.2	269.3	249	254	207.5	385.5	167.6
31676_at	12	9.3	20.7	15.6	10.9	18.9	15.1	15	9.5	8.2	20.4	9.6	8.7	18	22.6	12.6	13.5	9	6.4	2.1	3.1	4.8	3.7	14.2	1.9	7.2	8.3	6.8	8.5	3.8	29.1	6.1	4.4	6.6	7	7.6	2.1	27.4
31677_at	24.9	131.3	40.6	38.6	48.4	21	139.6	32.6	42.4	137	16.2	14.8	10.9	22	42.8	39.6	28.1	37.2	350	277.1	422.4	555.1	849.5	433.2	448.1	741.5	1081.2	720.1	587.8	663.6	405	620.3	659	577	632	684.1	560.2	333.7
31678_at	6.5	11	52.9	17.4	19.1	17.5	6.5	44.3	23	20.7	101.1	4.6	90.7	83.5	91.6	16.8	33.7	22.4	94.8	215.4	267.9	220.2	327.4	252	235.6	247.6	171.1	261.1	360.1	308.6	421.3	286.7	268.4	249.1	225	318.4	152	221.8
31679_at	64	80.5	150.9	31.8	86.5	103.8	90.6	16	299.1	21	222.2	57.6	17.5	11.7	20.1	22.2	183.9	12.8	503.6	413.8	464.1	298.3	253.5	448.1	385.6	373.8	357.9	561.7	371.8	291	306.9	253	429.2	308.7	292.1	311.2	244.6	235
31680_at	1517.5	1802.9	1201.8	1023.7	1613.9	1808.2	1009.8	1122.5	1469.7	1934.3	1430.3	1964.5	1557.6	1830.2	1349.9	1157.3	1333.8	1369.9	286.4	253.6	221.8	355.4	164.2	336.6	262.7	393.7	332.2	432.6	478.7	532.3	111.8	291.8	345.2	399.5	439.3	388.7	184.2	540.9
31681_at	404.3	360.9	80.6	261.5	676.6	624.6	699.6	268.8	508.9	1073.1	265.8	770.2	110	445.7	653.6	833.8	1016.6	274.5	1490.8	788	1310.2	1540.2	1820.7	1489.4	1367.1	1264.9	1137.6	1442.2	1654.1	1600.5	1388.8	1269.8	1828.2	1392.1	1069.9	1159.7	1108.5	1283.6
31682_s_at	105.8	444.6	766.5	669.4	611.3	475.2	50.7	9.1	108.9	174.8	433.2	254.1	128	387.7	98.9	36.7	51.2	664.2	1182.3	760.3	660.9	1267.8	1024.4	945.5	1020	1203.3	896.6	1276.4	1066.7	665.3	1143.1	861.4	1568	1470.3	587.2	1273.8	1091.8	1152.8
31683_at	94.3	140.3	102.8	316.6	100.5	42.2	293	94.6	12.7	55.1	238.4	233.8	365.7	76.8	86.6	10.8	99.9	116.7	1402.4	1155.8	966.4	1180.4	2475.3	1512	961.8	963.2	1613.9	1128.9	1094	1061.9	1049.6	2469.7	886.4	1285	1505.4	1296.8	1476.7	1395.2
31684_at	2753.3	2352.5	1931	2337	2046.2	974.6	2450.2	3858.8	1820	2227.7	1466	982.8	2361.5	2384.3	1987.7	2500.1	2402.3	1144.2	61.5	42.8	146.3	18.4	32.1	39.8	37.3	47	22.3	130.5	42.8	57.7	33.3	27.9	83.8	27.4	109.6	59.9	81.9	180.6
31685_at	99.6	514.5	134.5	86.6	306	362.8	175.2	103.6	175.4	181.2	249.7	158.4	103.1	254.2	191.9	193.6	315.7	92.5	213.6	231.6	278.4	380.3	273	415.9	358.5	284.5	261.1	325.5	333.7	391.6	319.6	187	275	326.2	240.2	349.6	258.5	196.6
31686_at	23.1	193	50.9	308.7	125.9	59.1	83.1	218.8	166.7	42.3	11.8	22.4	29.5	38.8	132.3	20.7	57.3	147.1	5.8	6.7	7.8	8.5	12.4	7.8	4.8	5.9	4.8	9.5	9.4	9.1	11	8.2	8.6	5.5	11.9	43.3	4.1	4.9
31687_f_at	29406	5771	2633.6	1931.9	2978.1	2071.1	5463.2	3570.5	4574.7	2226.7	3898.6	6239.1	2528.1	4397.2	10666.8	8238.1	3797.6	4300	59.9	11.3	51.5	20.6	84.5	18	54.4	12.1	61.6	11.6	46.7	20.1	192.7	8	11.9	14.1	62.3	150.6	25.3	30.3
31688_at	489	1049.3	633.1	447.7	414.2	513.9	851.7	355.4	498.2	249.2	1482.7	598.9	483.3	561.3	914.4	499.7	928.3	549.6	35.4	7.7	68.4	38.2	35.5	8.8	7.8	13.5	12.4	11.5	7.3	4.4	16.6	58.8	7.2	41.7	5.4	9.9	13.2	6.3
31689_at	36.2	6.1	22.2	22	23.6	25.9	19.2	76.2	21.7	9.2	44.4	152.7	13.4	90.2	7.5	16.7	122.4	80.5	3.8	33.7	17.1	12.4	9.8	111.3	9.3	64.2	7.4	14.1	45.4	18.2	64.3	34.5	3.6	8.3	8	7.7	12.4	45.3
31690_at	996.4	1669.6	1069.7	1043.2	849.6	870.1	756.3	695.5	728.8	946.3	877.6	582.8	760.2	419.2	1184.2	1182.4	1379.8	1288.2	1448.8	1240	1449	919	1255.9	1348.7	1215.7	1399.6	1877.5	1311.6	1334.3	1368.3	1020.2	2425.4	1716.2	1362.8	1653.9	1677	1552.3	1814.2
31691_g_at	921.7	1534	905.4	589.8	1534.3	651.1	1160	988.5	824.8	708	661.5	265.9	812.6	465.6	1279	962.8	906.1	685.5	595.2	539	292.3	544.5	602	121.8	459	498.5	262.9	548.4	700	679.3	270.2	551.6	543.3	516.8	419.5	711.6	330.4	486.5
31692_at	1044.7	3531.8	7246	3428.7	4367.9	7552.2	1167.3	1659.1	4382.5	4655.4	1240.3	5741.7	3894.7	253.1	1703.8	1602.9	2535.8	7267.4	435	472.5	314.9	887.4	746	116.9	324.3	318.7	241.8	718.4	287.9	52.5	357.2	208	547.1	229.2	125.5	635.5	282.3	337
31693_f_at	636	589	919.9	852.4	456.9	821.1	1501.9	1295.5	1383.9	573.4	595	1686.5	1039.5	390.6	723.6	912.5	940.3	645.3	81.6	13.6	57.9	44.2	14.8	79.8	76.2	72.9	99.9	82.7	47.1	82.6	100.5	65.7	45.1	122.6	12.9	82.1	39.4	45.9
31694_at	324.6	350.4	207.5	453.7	232.7	165.1	347.4	215.9	239.2	247.4	366.5	172.1	367.2	199.3	352.6	422.4	510.2	232.7	1176.1	1138.1	1395.7	1970	1131	1401	2107.7	1648.3	844.4	705	2125.9	1757.7	2770.3	451.7	1632.7	977.5	1243.6	2103	2018.1	2463.9
31695_g_at	203	176.5	359.6	232.6	247.3	161.9	175.3	88.5	227.9	182	130.3	259.4	231.6	162.8	252.6	230.8	211.2	207	381.8	152.3	115.2	429.5	163.9	630.4	90.4	96.8	57.2	148.8	150.8	212	110.5	176.9	355.6	168.3	125.6	145.5	95	280.5
31696_at	114.3	63.8	95.9	61.7	40.8	40	57.8	16.6	28.6	174.8	71.5	60.1	75.8	36.7	50.4	56	84.9	47	35.6	88.3	103.3	119.2	57.5	123.1	100.5	9.5	60.3	119.7	76.9	83.9	12.3	48.7	18.3	133	72.1	101.9	73.4	16.3
31697_s_at	24687.6	38525.1	40473.1	68651.4	98641.8	42510.4	31149.8	39513.8	46962.8	50200.4	36494.8	50104.3	38105.2	60150.2	43799.1	43062.9	37028.1	52393.5	2331.8	4731.4	2348.8	1814.5	13628.4	184.1	9665.8	1550.8	3258.9	2837.1	3193.7	2736	4008	2431.9	1062	1467.7	3537.2	6285.6	1956.4	1803.8
31698_at	44	252.2	427	82.3	92.7	138.2	95.2	54.5	59.9	140.5	87.2	109.2	64.1	45.3	60.5	388.3	113.6	81.4	213.7	317.6	76.2	149.8	163.9	75.8	163	378.2	53	182.6	350.6	1881	236.4	211.3	38	265.1	100.2	712.3	929.4	195.8
31699_at	262.2	821.5	324.6	342.3	139.4	609.9	407.1	270.8	262.3	175.9	627.9	255.5	324.2	243.5	347.3	302.1	497.6	371	86.6	80.6	42.6	14.8	42.3	118.6	70.1	38.9	63.2	77.5	32	137.3	139.1	42.6	75.4	33.9	86.6	102.7	22.3	76.1
316_g_at	312.7	120.7	223	259.5	175.3	321.9	357.6	261.3	50.2	265.9	465.3	47.3	125.9	370.9	263.8	86.2	124.4	88.4	902	1267.8	509.7	934	787.6	1999.2	1181.4	1658	1308.7	761.5	1226.7	713.7	1315.2	1443.3	1004.5	1363.8	2502.9	939.2	822.7	719.2
31700_at	719.2	1231.1	2071.4	1640.3	1236.3	1061.6	1444.9	1260.3	1077.6	1201.9	1166.1	1152.6	973.5	994.5	986.5	1380.8	1449	1296.4	941.8	922	669.9	816.4	491.2	1366.6	941.4	1287.1	758.8	1158.5	1015.6	946.6	1316.2	1332.8	977.8	1693	1252.6	740.6	1183.2	724.4
31701_r_at	311.5	203.5	146.3	592	622	187.4	1420.9	815.5	1445.9	576.6	182.4	753	411.5	434.2	287.3	525.6	512.7	683.9	3124.1	2950.9	1171	4540.7	4508.8	1622.9	8055.4	5730.6	10340.6	8123.5	1557.9	1599.3	3592.9	4366.4	3375.8	3905.6	3740.8	7509.1	3043.8	3360
31702_at	14.8	19.4	76.7	140.7	26.3	9.9	18.5	29.3	32.9	22.6	27.7	16.7	19.5	43.6	9.4	14.4	19.1	8.4	1213.4	1236.8	845.8	824	984.6	653.6	464	4702.3	1600	271	1050.9	1229.7	626.4	1192.6	1146.1	478.8	520.5	1759	1839.3	689.8
31703_at	106.5	100.6	307.6	60.4	36.8	174	54.9	100.7	98.2	67	154.8	56.3	62.7	95.9	117.7	16.4	156.3	40.7	315.6	309	394	385.1	383.7	374.4	177	389.4	280.5	292.8	346.7	261.3	253.9	356.6	357.5	204.4	529.2	363.9	338.3	323.5
31704_at	22.5	32.3	61.5	59.9	24.8	101	61.2	33.9	33.3	36.3	33.2	148.9	56.9	24.9	36.5	51.2	54.4	67.5	127.5	166.5	119.3	72.9	182.1	357.6	171.2	228.3	207.3	246.3	169.9	151.3	80.1	193.3	223.7	158.2	300.1	143.2	214.3	183.9
31705_at	25228.3	1441.7	675.7	58.7	391.1	38.9	47084.5	13114.6	163.5	71.6	6513.1	87.8	94.8	2907.4	15653.8	116.1	1366.5	85.3	22	33.2	10.6	31.7	10.5	18.2	9.1	25.6	105.9	37.2	34.7	29.7	120.3	30.4	33.7	24.9	18.4	37.9	87.7	90.2
31706_at	7.1	16.6	23.6	140.8	12.6	16	7.2	326.1	10.1	18.2	11	57.8	37.4	35.2	545.6	15.5	21.5	7.7	21343.5	20433.7	23946.8	24996.2	18994.2	26815.1	17581	17138.6	36445.8	20738.8	15404.5	16383.3	47532.2	21601.8	23371.7	18981.9	21958.5	18265.2	29257.9	19487.9
31707_at	52.4	57.1	22.1	93	107.4	84.5	21.4	18.3	133	36.6	22.4	110.6	53.3	68.8	45.6	20	37.7	151.3	27.6	37.6	45.2	43	31.5	37.8	20.6	46	27	40	50.5	30.5	53.6	39	29.9	21.4	26.7	44.5	21.8	48
31708_at	37395.3	29949.9	28161.2	28780.4	38315.4	34809.4	33173	30279.6	35477	38256.4	26046.2	19610.6	34357.9	26681.2	24089.7	29921.9	18257.9	24865.7	257.9	299	325.5	324.6	286.9	502.6	326.1	288.2	687.2	522.3	500.2	413	432.9	1220.8	436.2	385.6	491.6	292.3	332.6	462.8
31709_at	107.7	181.9	124.3	624.6	141.7	95.2	186.3	136.8	209.9	576.8	682.7	246.1	75.5	105.1	152.1	185.2	292.8	154.2	198.4	136.4	158.1	107.1	119.6	97.1	116.6	172	130.6	205.5	85.3	76.8	21.4	119.3	81.3	100.4	119.4	25	120.3	120.8
31710_at	42.3	285	65.6	230.5	189.9	185.9	54.4	22	23.9	55.4	26.7	65.3	34.3	68.1	77.6	108.8	98.7	40.1	1385.3	1232.8	791.6	1442.3	1374.6	1339.4	1109.7	1769.9	1129.5	1386	1493	1194.6	1164.6	1883.2	1465.9	1126.1	1036.5	1272.9	1236	1205.5
31711_at	23.4	87.4	76.7	82.4	66.6	72.4	55.4	44.1	81.8	81.9	280.8	75.7	103.2	73.9	34.7	20.5	82.8	43.3	606.7	386.5	218.3	323.3	421.6	364.3	247.7	275.7	109.8	200.9	334.2	540.2	328.8	427	387.6	147.2	275.3	245.7	379.2	290.4
31712_at	69.7	34.2	50.8	49.8	23.9	182.6	287.7	188.8	31.5	45	43.1	38.3	46.8	38.8	151.8	248	103.7	193.1	23.5	13.8	7.1	15.5	11	8.6	3.7	12.8	18	6.3	15.6	10.6	6	4.9	12.9	7.4	11.9	23	7.6	4.7
31713_s_at	210.6	207.7	199.6	66.5	132.1	76.2	73.2	136.7	45.3	87.7	59.5	67.3	325.1	36.6	90	96.9	103.9	69.4	24.6	32.7	80.8	40.9	45.8	44.9	26.5	138.4	42.5	73.7	68.6	66.4	61.1	36.6	34.2	8.3	52.7	56	100.1	46.4
31714_at	51.5	30.5	21.5	20.7	9.2	6.4	10.7	27.5	176.6	9.9	36.4	83.5	19.5	31.8	6.6	5.7	88.7	20.5	32.4	26.2	36.7	26.7	46.1	43.7	32.2	24.6	52.5	34.7	41	25.2	37.7	38	38.7	28.5	31.9	52.2	45.6	24.2
31715_at	256.6	272.7	178.1	409.4	321.8	74.5	507.1	558.3	182.7	589.4	179.4	141.8	112.2	272.9	116.4	745.4	595.6	361.6	94.3	337	81.1	42.2	50.8	44.2	69.9	83.1	126.2	29.9	93	15597.1	351.5	29	182.3	385.2	45.1	41.2	4744.6	56.2
31716_at	168.4	470.6	166.1	315.6	655.4	444.7	499.9	960.8	682.6	218.6	463	674.7	47.4	537.1	662.2	302.7	113.2	387.2	11.7	6.7	716	8	5.5	13.5	12.5	86.6	7.6	8.4	121.2	9.2	5.2	5.2	7.2	4.9	6.9	6.8	7.3	7.2
31717_at	16.1	24	24.9	45.2	19.7	68.7	29.7	15.8	153.5	13.3	15.4	40.1	18.8	30.2	32.3	25.8	61.7	22.9	7.5	43.8	60.6	18.3	95.1	75.3	31.9	24.5	34.3	112.7	70.2	12.4	162.9	104.9	9	9.6	55.2	10	33.4	33.2
31718_at	80.4	28.6	24.9	17	116.3	223.3	109.1	6.9	16.6	7.2	183.1	14.9	217.5	37.4	9.8	56.8	30	64.3	26964.5	21187.1	36561.8	36449.5	23507.8	36863.7	29011	33465.2	27429.4	34498.7	29294.8	29408	23790.9	33883.8	29131.5	28438.2	39937.7	22592.5	29558.2	30858.8
31719_at	2309.3	3621.3	23026.9	18724.6	20793.4	8196.3	1529.1	936	10130.9	10077	4848.7	7919.9	3748.7	19942	1705.5	8261.3	2213.2	6332	118.9	105.3	117.5	101.1	155.3	120.5	121.7	131.4	115.8	122.7	179.8	223.1	115.3	133.2	128.5	92.2	77.1	139.6	388.4	136.5
31720_s_at	1356	5222.4	23493.4	18254.3	24111	9271.6	794.3	844.7	7570.5	5961.3	3519.7	10013.3	3528.2	13297.3	2146.1	9389.9	2621.2	6387.1	27.6	146.4	197.8	125.9	21.4	91.2	63.3	166	180.7	45.3	45.1	34.3	98.5	127.3	45.1	42	38.1	81.1	21.1	75.2
31721_at	8.8	5.7	20.9	64.4	146.1	23	10.2	50.4	11.9	7.9	113.7	104.9	59	151.3	65.7	10.1	52.9	66.4	22.6	22.1	37.6	22	14.2	60.9	27.7	34.5	23.8	22.8	28.4	33.8	38.1	32	18.9	12.8	15.3	39.3	19.5	17.4
31722_at	51709.9	24250.5	28006.8	23286.9	42805.9	37333.4	27968.5	49789.3	15349.5	20873.2	26680.1	16657.3	28367.8	15605.7	36506.5	32939.3	28985.3	29798.5	27.9	20.2	21.3	47.7	23.7	100.8	21.2	19.7	87.9	25.9	30.2	81.6	99	39.1	44.4	82.6	11	31	15.6	31.6
31723_at	20.2	14.2	140.2	20.8	66	66.5	71.6	13.1	27.2	82.7	23.1	30.5	26.9	61.5	29.5	17.5	35.2	29	58.2	41.8	38.3	72.8	54.2	37.8	42.9	38.6	43.5	39.1	40.5	53.5	44.5	50.5	47.8	67.8	44.9	61.9	23.5	60.7
31724_at	413.8	286.2	559.2	617.5	266.6	450.9	461.1	581.7	262.1	441	554.1	570	206.2	889.9	459.3	420.6	431.8	257.2	5.9	4.7	54.8	29.7	6.1	18.4	8.3	8	26.7	19.3	4.3	5.1	14.1	16.6	6.1	8.2	15.5	27	6	4.5
31725_s_at	8	26.5	29.4	27.3	14.4	13.9	13.7	30.3	15	10.3	25.6	15	16.3	16.4	15.8	13.8	25.7	12.1	237.9	119.1	244.3	90	264.1	212.2	153.2	121.2	122.4	313.8	294	86.2	50.7	294.4	202.3	66.5	86.3	109.8	239.9	150.8
31726_at	10.7	92.8	23.1	48.3	30.6	188.9	40.2	24.4	162.1	86.6	14.4	44.2	129.7	22.4	32.5	21	54	7.2	273.6	227.8	135	284.9	187.6	264	331.9	300.4	238.4	179.6	324.2	264	258	98.1	247.4	408.3	70.4	368.9	478.7	419.4
31727_at	365.4	670	367.9	484.1	293.2	431	500.1	353.9	520.5	377.3	533	392.5	132.6	460.4	604.4	446.4	456.6	452	12.8	7.8	29.2	12.8	7.5	21.4	5.6	11.7	15.6	23.3	15.2	14.6	16	30.9	20	10.5	10.5	53.4	11.6	8.5
31728_at	159.6	240	613.4	134.3	197.2	546	89.8	261.6	55.9	59.2	54.5	32.2	24.2	530.6	249.4	130.8	394	110.4	26.1	3	57.2	7.3	20.3	2.7	8.2	6.5	4.6	2.8	34.2	6.4	107.6	34.2	3	22.5	6.3	2.9	16	2.7
31729_at	10.1	218.8	140	30.6	25.6	154.3	9.3	15.5	86.8	148	21.1	27.9	19.2	16	26	19.7	204.1	66.9	15809.9	12551	16967.9	19564.1	15385.7	4616.9	18074.8	10817.9	3931.2	9028.2	5219	6548.9	10392.1	7055.9	16949.4	5504	2836.2	12907.6	6465.6	13399.1
31730_at	25	34.8	335.1	302.4	26.4	17.6	127.4	97.8	107.8	23.3	24.6	36.2	63.7	38.4	39.3	33.7	70.7	69.9	23306.2	16403.7	13648.3	25099.1	21579.6	7193	18374.9	13090.5	5617.2	11320.1	5290.9	5956.2	16142.4	8345.7	21540.3	6405.4	3873.4	18229.3	10705.8	20041.4
