ID_REF	VADS_01047_N	VADS_01047_T_E	VADS_0135_T_M	VADS_0279_T_NM	VADS_065_T_NM	VADS_0888_T_M	VADS_1102_N	VADS_1107_N	VADS_0190_T_NM	VADS_209_T_M	VADS_435_T_E	VADS_834_T_E	VADS_856_T_NM	VADS_933_T_M	VADS_pool_N	VADS_pool_T_E	VADS_Pool_T_NM	VADS_Pool_T_M	VADS_0103_T_NM	VADS_0118_T_LR	VADS_0165_T_M	VADS_0167_T_NM	VADS_0203_T_M	VADS_0215_T_M	VADS_0218_T_M	VADS_0330_T_M	VADS_0357_T_NM	VADS_0408_T_M	VADS_0409_T_NM	VADS_0423_T_NM	VADS_0429_T_LR	VADS_0621_T_M	VADS_0629_T_M	VADS_0684_T_LR	VADS_0702_T_LR	VADS_0744_T_M	VADS_0829_T_M	VADS_0847_T_NM
31560_at	233.3	149.7	187.3	416.6	101.2	128.6	107.3	261.4	139.4	43.8	190.8	103.9	233.2	160.6	183.1	274	47.8	214.8	36	27	144.4	37	26.3	117.2	41.1	71	21.2	25.2	31.2	36	11.5	196.3	22.7	106.8	10.4	29.1	72.2	11.2
31561_at	16.3	33.1	24.2	13.5	25.5	10.1	35.9	10.8	18	24.2	22.5	142.1	10.3	10.8	29.1	27.5	42.2	10.8	77.4	28.2	33.9	70.4	193.9	178.6	21.8	37.3	119.2	39.4	47.6	87.8	47.4	31.1	44.2	26.3	65.7	110.2	113.9	24
31562_at	80.8	314.2	546.2	128.6	46	261.4	134.1	93.8	654.1	169.9	207.3	148.9	391.5	33.7	204.3	277	298.1	70.1	2.8	10.6	18.5	65.1	9.7	16.7	7.2	21.9	4.4	5.6	22	9.4	31.8	9.9	26.1	16.9	22.3	4	11	8
31563_at	22.2	22.1	55.8	32.2	12.4	15.5	129.6	38.9	56.2	45.6	61.6	44.6	37	131	10.1	22.6	12.1	24.3	5.3	7.7	12.3	18.9	8.3	104.5	17.7	74	8.9	27.1	5.7	9.5	12.1	13.7	21	11.2	26.4	11.1	9.3	13.8
31564_at	25	172.1	537	701.4	342.7	320.3	65.2	98.5	461.8	417.6	451.7	204.4	310	89.4	62.7	143.7	359.7	244	344.5	388.4	260.4	338.1	329.2	443.5	312.6	270.1	326.1	337	447	332.6	305.5	281.5	472.2	401.7	233	361.2	275.4	301.4
31565_at	66.4	151.5	53.1	208.2	243.1	32.1	266.1	203	44.1	34.6	279.9	38.5	21.3	171.1	200	42.6	103.1	209	28.4	18.5	12	47.1	192.5	55.2	17.1	28.1	28.5	30.2	21.1	34.3	31.2	38.2	22.8	25.6	25.6	81.6	17.8	37.4
31566_at	56	19.2	51.5	74.5	156.3	42.7	35.2	140.6	200.5	40.9	456.8	211.2	22.7	31.1	25.3	58.7	64.4	82.9	212.9	150.5	162.7	128.1	118.7	50.1	72.5	164.1	116.9	109.5	168.3	216.6	187.1	122	122.9	106.1	41.9	188	182.1	95.4
31567_at	203.6	164.5	303.9	330.4	343.4	61.7	410.1	268.6	54.4	146.8	279.6	63.5	158.9	107.8	177.6	408.5	236	162	19065.2	21182	35380.6	14496.5	20920.8	28222.5	21373.6	16709.1	18781	18542.7	18597.5	15234.6	26908.6	31120.1	14927.2	19220.3	15499.4	20451.8	24660.6	18006.4
31568_at	36920.9	20115.9	32268.8	36486.4	42475.2	36641.8	28800.9	37474.5	28489	35560	33120.2	36462.2	40353.5	28507.2	26770.8	59092.4	35479.8	37743.1	66	52.1	99.9	74.3	17	142	45.2	53.1	83	101.3	61.1	62.8	55.1	31.1	59.9	65	95.2	39.5	57.5	32.5
31569_at	47.9	62.3	115.6	82.9	72.4	57.3	117.2	71.1	53.5	35	170.8	41.9	42	30.6	103.1	110.4	82.3	48.5	590.3	371.9	929.8	269.2	550.2	361.6	333.8	474.3	336.3	513.8	745.2	443.5	558.7	524.7	531.9	342.6	354.3	490.5	422.9	395
31570_at	75.4	36	212.3	69.4	81.6	11.4	24.8	5.3	66.8	124.4	235.3	99.3	135.9	21.8	45.6	84.9	116.3	97.9	156.8	160.5	132.1	82.9	156.5	135.7	86.5	110.4	220.3	111.1	213.7	152.5	295.2	60.4	248.9	90.2	180.4	141.6	131.3	356
31571_at	67.3	140.7	7.2	267.5	113.9	24.5	26.8	116.5	28	92.8	397.4	83.3	78.1	158.4	101.5	113.2	116.8	5.5	6.4	9	22.4	5.4	5.1	2.7	2.9	9.6	8.5	5.3	4.8	19.1	6.1	3	8.3	3.6	37.2	8.8	4.5	4.6
31572_at	179.7	45.9	53.5	96.8	125.5	56.4	36.8	62.7	316.3	266.7	37.4	155.9	28.3	72.5	88.7	142.7	502.3	238.9	168	70.3	40.8	219	32.2	112.7	26.4	48.7	16.6	71.7	38.8	53.1	55.2	55.4	20.3	24.8	88.3	37.9	25.7	16.1
31573_at	20106.1	4883.1	11646.8	7250.3	25737.8	12666.2	14538.2	17677.7	10311.4	8453.6	16413.8	6049.2	9711.1	10901.1	13654.8	11290.1	8724.4	7573.8	7.9	28.2	9.9	20	17	45.2	14.4	20.4	16.9	15.8	26.5	61.4	82	12.1	10.8	17.4	5.8	27.5	19.2	6.8
31574_i_at	80.7	15.9	101.9	58.4	80.4	283.6	12	14.7	34.3	231.7	58.7	228.3	28.8	28.1	30.8	69.9	25.9	16.5	33.3	104.3	278.7	46.2	189.9	47.1	128.4	323	102.7	167.2	170.3	189.1	336.6	65.7	22.6	57.2	116	315.2	187.7	151.4
31575_f_at	291.9	344.9	1173.4	732.5	653.8	445	306.4	230.9	97.9	516.1	122.6	182.8	319.8	433.5	528.7	668.2	496.3	287.3	101.3	127.2	19.2	26.6	146.6	82	122.9	109.1	14.9	34.2	115.5	39.3	36.4	35.3	112	18.3	66	21.4	36.2	105
31576_at	17	45.7	71	265.7	26.9	47.1	31.3	138.2	27.1	30.8	127	203.1	17.1	196.3	40.4	19.6	41.1	103.2	26.3	13.4	198.5	43.2	88.7	103.5	107.2	123.3	42.6	30.4	53.1	172.6	18.9	31.3	102.8	49.3	100.6	19.3	63.3	51.5
31577_at	19.2	178.4	216.8	61.7	130.6	251.9	315.7	22.9	116.4	110.6	165.9	209.9	163.4	19.2	87.2	99.4	336.3	101.6	96.1	154	197.1	196.2	251	52.9	449.4	158.9	183.1	349	215.8	133.8	63.8	201.6	133.8	226.9	52.8	175.1	39.8	80.2
31578_at	89.6	76.4	18	22	103	55.7	28.7	66.1	75.3	46.1	180.9	18.5	121	23.3	4.3	52.4	157.1	48.7	25024	23200.9	33611.7	30464.6	19994.3	38255	28024.6	25668.5	29788.2	32725.5	31379.8	26435.7	33426.3	32877.6	28847.3	30121.1	38122	22766.1	29155.4	22033.9
31579_at	144.6	647.4	579.6	86.8	318.6	447.8	68.8	59.1	313	105.4	543.7	261.1	66.4	387.6	400.8	94.6	470.1	58.7	44.9	23.6	90.4	54.8	54.1	28.2	29.6	55.1	22.1	76.2	42.3	34.1	40.4	19.6	35.6	22.1	59	46.1	36.9	34.7
31580_at	56.4	113.2	10.4	16.4	12.4	158.9	15.4	10.4	9.3	18.8	39.4	126	8	51	86.1	5.7	194.5	22.8	85.6	47.8	66.1	29.3	57.8	71.7	74.5	28.1	4.3	60.5	103.3	42.3	28	7.6	105.8	79	27.6	76.1	114.2	18.4
31581_at	126.1	191.2	327.6	25.1	27.7	164.5	13	63.4	110	8.8	146	170.2	38.5	170.2	173.2	125.8	599.6	184.2	3.5	38.5	89.2	13.7	4	74.3	66.6	93.7	3.5	9.8	79.8	65.3	10.2	89.1	61.7	60.5	75.1	76.7	68.2	62.5
31582_at	19.2	33.9	137.4	74.7	26.2	57.1	26.4	76.9	99.3	38.7	62.6	87.1	129.3	27.3	26.9	23.8	47.3	8.7	143.4	96.6	184.3	42.8	132.3	19.9	27.6	161.3	115.5	70.8	52.5	101.6	30.9	63.4	111.3	78.7	42.7	100.1	34	22.1
31583_at	43407.4	19929	29862.3	34937	28702.7	30187.6	48669.6	47571.6	36717.7	30144.8	26796.5	23431.1	39857	33040.2	39522	48121.6	42519.2	34957.9	12795.1	7122	17269.1	11540.7	8361.6	9345.8	11681.4	9275.8	11943.2	8307.4	6941.9	9591.1	9311.5	11285.5	6811	8739.4	12076.9	7720.7	9303.2	7685.9
31584_at	25954.5	9428.7	16633.2	11113.5	12492.6	11087.8	16637.7	22653.2	12177.3	6197.8	8268.7	6096.7	8856	11702.7	18399.3	8815.3	11623.3	11652.8	127.2	29.3	285.5	11.3	111.6	192.5	127.1	98.7	119.6	121.6	40.4	32.8	229.3	51.8	9.7	105.7	12.3	42	170.3	15.1
31585_at	19.5	23.3	114.2	137.8	50.2	210.1	29.5	31.7	75.7	47.5	73.4	63.2	27.7	32.3	32.8	55.3	86.2	15.1	180.7	443.6	284.3	389.3	287.1	466.1	350	210.6	141.7	528.3	223.1	288.3	513.7	363.6	379.6	214.8	136.6	322.6	265.4	356.1
31586_f_at	734.9	833.4	7064.9	931.5	2765.6	2042.9	284.1	1198.2	3983.4	613.4	986.8	1569.1	925	1547.8	2888.3	633.7	5138.6	2719	79.1	31	24.7	92	12	140.9	15.3	77.6	12.1	98.4	32.7	13.6	200.3	66.3	8.6	75.6	7.6	19	22.4	60.8
31587_at	194.7	130.5	231.7	540	160.5	361	229	195.8	124.9	399.7	851.8	413.8	150.3	655.2	408.6	352.6	305.2	221.9	36.1	20.6	58.1	37.3	72.7	94.7	64	89.5	8.1	58.5	111.6	61.3	33.3	55.8	49	62.5	3.2	61.5	3.4	36.4
31588_at	111.5	320.2	100.4	202.1	315	288.2	111.9	108.2	271.9	246.3	136.9	204	296.9	8.1	143.8	62.3	187.8	129.5	9.6	67	7	16.1	6.4	21.4	10.4	29.4	53.6	11.7	23.2	6.9	94.1	24.6	18.3	45.5	6.2	68.3	40	7.4
31589_at	13	152.2	85.1	186.3	40.3	42.4	260.5	115.6	32.3	55.2	299.8	191.8	127	119.5	192.1	22.4	356.4	42.1	233.6	323	261.8	174.1	182	46	193.4	174.6	161.3	289.4	140.2	927.8	297.9	74.7	382.7	176.7	119.2	232.4	437.1	272.2
31590_g_at	368.6	682.1	824.7	358.8	606.3	529.8	605.7	940.1	289.6	704.4	817.4	543.5	583	741.6	1153	861.3	672.5	1136.6	37	6.9	40.8	67.8	21.3	46	10.5	9	36.8	11.1	7.6	11.8	4.9	24.7	65.5	5.4	26.4	20.6	36.1	15.7
31591_s_at	8.6	77.8	178.1	11	36	24.5	10.6	18.7	33.6	17.2	34.7	12.3	50.1	8.6	16.8	11.4	11.1	12.4	122.1	30.6	311.9	93.5	8	6.3	40.1	203.8	143.6	81.8	12.7	11.9	140.6	37.1	7.3	43	158.2	58.1	55.5	33.5
31592_at	13.4	31.6	44.8	46.1	62.3	60.4	49.4	17.8	47.5	65.7	44.9	210.5	30.6	25.7	23.1	54.9	122.5	41.6	27.6	16.5	26.6	98.9	43	41.2	14.8	67.2	11.5	13.5	20.8	20.7	100.5	44.1	19.6	18.5	22.2	26	103.5	5.8
31593_at	303.2	92.9	390.8	71.6	253	816.9	78.2	72.1	67.3	36.2	100.8	186.2	57.7	42.5	391.1	506.8	210.8	300.7	27549	23503.1	43243.9	33086	20547.8	21415	26066.3	19784.4	30887	13929	18957.2	19549.4	30093.3	23886.3	17061.3	17891	19662.8	19488.5	28149.2	22333.1
31594_at	1278.4	1088.7	1733.9	1688.3	766.8	572.7	2004.7	1502.2	1278.2	1153.5	1185.3	1170.1	444.4	1320.8	1426.3	1777.1	1269.3	1050	10442.2	9477.5	18399.2	10400.7	11056.4	8543.3	6990.1	7419.8	9040.3	8328.6	9891.5	10640.4	12121.3	7799.9	8964.6	10611.6	10576.5	9279.2	7636.7	8519.9
31595_at	101.4	89.2	133.1	115.2	61.6	61.9	80.9	81.4	299	86.5	224	137.2	140	42.4	199	181.5	278.6	79.5	22.4	13.5	39.2	21.2	17.6	15.2	17.1	23.5	30	20	25.2	17.8	53.1	23.9	19.8	16.3	11.7	29.6	32.4	22
31596_f_at	3001.7	3860.9	20618.7	2738.2	3956.6	3914.6	3150.1	3243.2	6535.6	7067.9	2959	5628.8	617.8	4571.9	5011	3488.3	8801	7246.2	2482.4	2648.3	9326.9	2184.5	740.7	483.2	1084.2	3471	1297.2	3409.7	1282.2	246.4	2641.7	1174.8	273.3	423.8	2074.1	3110.3	370.6	1088.7
31597_r_at	2106.1	3215	1745	4492.1	3596.8	2359.3	3334.1	2490.4	6109.7	2381.4	2232.5	3604.4	5491.9	1023.7	1559.3	13238.3	6502.7	2045.6	270.2	136.2	323.8	288	393.9	44.6	224.3	288.9	173.5	87.1	214.4	264.5	201.2	254.1	244.4	160.2	85.4	215.8	98.7	141.2
31598_s_at	1351.4	427.7	187.8	569.3	284.4	250.3	104.7	1509.7	90.5	518.1	54.6	438	806.5	271.5	1083.5	301.7	740	214.4	111.3	89.5	105.8	117.9	39.6	141.9	68.1	57.5	54	100.1	22.5	97.2	15.6	84.5	51.9	3.1	114.6	99.5	112.5	3.6
31599_f_at	203.4	1089	2006.3	200.2	38.8	86.2	53.3	27.4	1407.7	2016.7	55.8	142	2749.4	420.3	52.6	2312.5	1086.5	628.5	18.9	73.9	13.2	16.6	90.7	122.6	6.9	26.3	9.6	103.5	23.6	16.5	123.9	41.1	10.4	30.3	14.1	68.9	63.4	23
315_at	625.7	824.3	606.1	782.3	816.4	671.9	997.6	786.7	711.6	638.4	760.4	529.7	322.2	877.2	801.5	666.3	610.1	377.1	534.3	545.1	413.8	392.2	667.3	451.6	288.7	679	440.7	783.2	839.7	568.5	441.8	589	653.7	433.3	523.6	656.9	366.3	496.4
31600_s_at	429.7	564.1	693.9	438.4	865.5	1071.2	509.2	496.7	1199.5	678	1486.3	753.1	836.2	836	480.5	828.1	644	834.9	5.8	10.8	25.3	94.3	21.4	11.6	28.1	11.5	32.4	35.6	15.4	11.4	27.7	22.3	5.4	23.4	6.4	28.4	53.5	12.6
31601_s_at	27.3	124.8	142	76.6	52.4	89.3	178	146	64.6	29.6	77.8	72.2	222.1	37.4	304.9	478.7	150.1	229.5	18	39.5	29.6	41.3	22.9	55.1	15.9	18.3	21.8	29.2	51.8	35.8	35.2	33.3	32.4	20.7	29.6	21.2	26.1	19.7
31602_at	63.4	78.7	99.8	53.7	156	67.7	124.1	207.3	150.6	87.5	436.8	53.1	95.7	158.3	66.9	100.9	147.2	66.1	421.3	217.2	233.3	82	302.1	411.2	224.3	84.8	625.1	407.2	71.2	59.3	162.4	189.9	425.7	958.5	809.8	568.7	86.2	984
31603_at	115.9	43.9	51.7	15.8	191.5	13.9	31.2	45.7	37.7	14.7	36.9	27.7	131.4	36.7	29.3	77.7	180.2	23.7	1124.5	1060	947.6	834.8	1577.4	737.5	780	1094	777.9	809.3	1040	1279.3	533.2	1092	1063	750.4	430.2	756.5	907.7	1127.8
31604_at	39.1	42.4	43.8	82.1	38.9	76.7	19.1	42	63.8	45.6	87.6	62.7	44.7	73	61.5	57.7	79.5	39.1	74.3	66.1	87.1	53	68.9	40.8	42.6	56.3	74.5	71.1	57.1	28.6	99.4	58	55.6	45.6	52.3	45.7	47	45.7
31605_at	701.6	829.1	389.9	723.8	715.3	311.1	1238.4	998.4	715.9	449.5	875.8	831.4	958	729	756.5	492.9	694.9	740.5	5670.5	8481.7	18864.7	5058.8	4891.6	5302	3309.7	9319.1	4311.7	6159	6832	2558.7	6121.1	5247	3587.3	3839.9	3230.5	8811.2	3798.5	2958.8
31606_at	119.9	14.5	33.1	49.7	24.2	49	24.2	4.8	13.2	25.3	175.5	131.7	29.3	119.4	10.8	26.7	100.8	37.1	3227.5	3911.6	3186.4	3029.4	5970.4	2760.7	6952	4435.4	3526.5	4471	3010	22919.9	10581	6967.8	7301.7	3967.4	3882.5	7934.8	4529.7	8067.9
31607_at	15.5	29.5	51.7	148.3	13.2	33	45.2	220.6	22.3	161.1	60.8	41.9	59.8	26.9	33.7	28.7	33.1	20.1	808.5	774.9	488.2	342	328.4	520.6	330.2	836	344.3	269.5	660.5	549.3	903.5	202.2	620.9	277	202.1	331.6	803.2	658.6
31608_g_at	1725.7	1317.3	1141.7	1394.1	1638	1878.7	951.7	1766.2	690.9	539	946.2	540.1	1761.3	466.6	2313.9	1412.5	1641.5	1550.1	3518	2063.4	584	1789.9	23.6	179.8	54.4	3554.3	17	1766.7	303.9	105.2	5657.6	7267.5	1292.5	67.8	2797.6	4629.2	152.2	2291.7
31609_s_at	3687.2	2641.7	4881.7	5342.9	4821.5	3302.6	1253.6	1446.4	2026.9	1875.5	2308.4	4227.9	936.5	3959.1	2495.8	2824.3	1929.4	2699.9	455.4	306.9	365.9	896.5	735.9	447.5	366.9	603.7	426.8	904.5	515	346.3	410.9	1262.3	258.7	477.5	540.1	615.1	457.5	562.7
31610_at	4684.6	5437.2	1459.2	1852.9	882.7	710.8	1019.4	1852.2	214.8	380.4	3007.8	2620.2	3835.2	636.4	2669.1	1407.4	2452	3112.5	1417.6	515.5	856.8	1019	1549.5	1440.6	813.7	579.7	947.2	805.5	896.7	354.2	297.3	1086.1	556.9	784.4	899.4	329.2	675.3	1833.2
31611_s_at	42.2	49.6	93.5	41.6	64.6	21.4	47.1	3.8	33.1	7.8	24	33.7	14.3	15.3	90.8	16.1	67.3	10.4	26.5	153.5	45.8	199.6	24.8	31.1	57.4	22.3	186.7	377.8	171.2	114	9.5	112.8	88.9	161.8	105.1	112.3	47.5	18.1
31612_at	14.2	16.9	126.3	21.3	15.3	19.6	34.4	14.5	39.6	22	70.5	12.2	23.7	30.1	17.1	27.8	79	19.2	72.9	65.8	258.3	83.7	426.4	59.6	233.3	59.4	387.3	53.3	48.2	107.7	76	101.5	159.6	78.9	286.9	78.4	48.6	47.3
31613_at	65.1	34.8	455.5	322.5	34.8	11.5	26.8	17.5	12.1	27	26.7	174.3	162.5	14.6	83.4	158.2	249.3	80.2	50.1	40.4	110.1	27	105.3	58	41.1	65.2	18.3	50.9	35.5	39.2	144.8	59.2	46.9	62.9	62.2	68	17.6	11.6
31614_at	239.9	173.1	295.9	248.2	138.7	295.6	210	220.5	310.5	148.3	304.9	83.7	90.9	162.3	292.2	163.3	52.6	116.6	23.9	19.6	24.7	37.2	51.1	18.3	26	35	20.4	22.5	36.1	37	56.9	32.1	30.1	26.8	20.6	21.9	14.6	28
31615_i_at	48.2	28.2	324.9	32.7	64.8	198.1	104.3	17	13.2	245.3	53.1	37.3	23.2	153.2	41.6	222.7	44.8	110	724.5	717.7	446.2	575.9	647.5	396.5	612.5	535.6	395.4	439.7	632.2	720.5	1018.1	442.8	914.7	441	418	742.5	691.5	698.1
31616_r_at	135	47.2	140	118.8	10.3	15	37.2	31.4	17.1	9.6	64.1	230.1	168.6	15.8	106.2	95.5	105.5	27.1	7.6	28.1	5.4	16.2	61.1	15.2	2.9	7.6	24	13.2	40.7	5.3	24	27.2	15.8	5.7	10.2	85.7	18.7	52.3
31617_at	16.6	58.2	11.8	33.3	10.4	98.9	28.6	31.8	8.1	19.9	22.4	29	23	200.8	70.4	15.3	65.4	18.4	20.4	28.3	28.5	18	71.6	45	15.7	17.6	39.5	89.4	59.3	158.1	119.5	18	25.9	21.1	24.3	49.9	108.5	18.7
31618_at	7	57.2	128.4	10.8	10.7	41.2	10.4	23.3	15.2	8.8	120.2	248.4	100.6	25.2	48.9	118.6	86.9	23.8	2131.8	2163.2	1224.7	1921.1	1075.6	2936.7	1673.7	2396.5	1587.8	1455.5	2210.3	2595.4	3084.2	2657.5	2186.4	2412	3041.3	2922.8	1548.3	2671.2
31619_at	5.5	10.7	70.4	8.9	12.8	52	15.4	70.6	15.9	31	7.2	8	153.6	11.5	13.5	21.3	9.3	53.3	4981.4	4546.6	6105.6	5335.5	6710.8	3056.4	5879.8	2391.3	1290.5	2282.5	3128.5	1408.4	2071.3	1710.9	3433.3	2000.1	743.2	5528.8	4749.6	3026.7
31620_at	72.8	195.6	66.2	255.6	364	36.5	195.8	159.9	255.6	63.8	80.4	133.9	484.1	40.9	72.8	116	444.1	332.4	1869.9	4414.9	1091.4	228.4	1556.7	5191.2	527.8	1827.8	1846.4	361.7	7175.2	5244.1	2059.3	280.7	480.3	1037.4	894.1	3211.4	927	254.4
31621_s_at	173.6	299.5	927.6	478.5	278	127.5	621.5	342.1	708.6	439.9	262	585	518.6	354.3	461.8	384.3	358.4	362.8	5.2	36.6	13.3	60	6.5	86.3	2.2	62.8	63	67.3	9.5	3.5	11.6	10.6	41.4	11.7	137.5	5	26.7	8.6
31622_f_at	4703.2	4400.7	3980.5	9381.9	3601.3	3555.4	6818.1	7656.9	6994.5	20205.7	4755.4	7021	9508	8839.2	5767.2	9590.4	5365.7	5343.7	11.8	16.9	1029	7.2	14.5	22.2	19.1	10.4	5.6	13	9	9.6	21.1	26.6	3.8	8.7	12.3	7.1	8.2	11.8
31623_f_at	7135.5	4263.7	4837.1	15510	3536.1	2587.2	10317.8	8574.9	5807.3	24466.4	7664.8	7380.4	12011.3	11256.2	5405.7	13421	5497.6	8867.4	43	18.5	186	39.1	20.8	10.3	32.9	53.8	42.3	25.5	11.4	12.9	10.6	22.2	16.7	60.9	9.2	17	25	7.1
31624_at	37.9	168.7	53.6	57.6	45.8	40.1	39.5	70.8	100.5	72.2	65.8	154.5	63.7	47.6	53.1	127.9	89.3	35.1	101.4	83.9	18.7	127.6	68.3	112.2	30	106.8	89.7	81.5	21	51.6	47.3	251.2	81.8	62	45.7	69.5	96.4	89.5
31625_at	34.2	17.3	93.7	46.2	18.9	18.2	163.6	104.2	12.3	102.4	50.9	121.6	23.4	170.6	18.2	15.9	33.1	68	71.3	137.9	22	141.7	126.1	22.9	70.3	146.6	204.7	17.1	88.5	22.8	42.2	78.3	123.1	17.8	106.6	241.9	75.6	132.1
31626_i_at	170	338.7	121.8	647.6	230.2	376.6	974.8	748.6	347.6	558.3	1083	70.4	313.4	683.9	608.8	827.4	576.3	315.6	44.2	20	4.4	29.6	83	11.1	73.2	23	65.4	28	84.5	17.2	21	18.1	72.2	101.1	6.7	88.4	65.3	9.1
31627_f_at	63.5	165.7	147.5	808.8	747.3	352.4	89.5	157.6	676.5	101	433	396.7	90.5	223.4	280	304.1	1080.6	349.3	100.3	19.4	18.9	78.5	87.6	119.7	64.6	21.1	46.4	38.9	26	78.5	136.9	23.1	101.6	16.7	51.8	26.7	21.9	8
31628_at	15.1	35.9	285	26.2	20.2	16.7	165.3	63.1	11.5	65.5	19.4	20.4	9.1	23.4	13.2	21.8	157.5	59.8	47.8	22.8	15.3	13.5	41.5	62.9	70.5	36.5	79.7	83.3	90.8	117.4	12.6	62.4	69.2	85.6	10.5	11.1	8.8	78.6
31629_at	24.4	121	17.8	99.1	16.7	29.1	52.3	4.1	26.2	170.9	207.6	25.1	177.6	16	94.4	9.9	28.7	69.5	2.4	1.4	4.1	9.5	1.8	46.1	1	1	2	6	27.7	3.3	9	2.4	8.2	3.1	2.2	5.2	46.3	2.3
31630_at	5.7	16.5	14.7	238.2	16.9	91.1	18.9	13	102.8	188.5	11	41.1	130.7	9.4	24.5	30.8	31	30.9	89.2	13.4	25.6	165.1	69.1	73.5	85	57.2	54.7	20.3	77.1	35	147.6	11.5	86.7	11.5	34	65.7	92.1	66.8
31631_f_at	139.8	95.4	143.8	21.8	39.5	190.4	222.6	141.5	132.1	259.2	5.1	163.5	143.4	155.3	41.7	239.6	235.5	91.1	386.3	363.8	321.9	304.3	284.4	474.5	189.1	323.7	285.3	186.9	293.8	298.8	325.1	258.3	359.1	196.2	360.5	212.1	262.4	225.9
31632_at	30.7	23.4	131.3	136.5	25.5	21.4	26.8	119.4	22.1	15.4	38.3	148.8	192.8	12.8	43.6	35.5	40.4	36.3	6742.2	5940.8	3958.6	5987.2	4279.4	14019.6	5398.3	4010.4	3547.1	6506.3	7623.6	4838.2	7667.1	4265.7	13564.1	3753.7	16278.1	7269.1	5559.2	5150.1
31633_g_at	289.1	528.8	151.2	311.9	1148.3	129	261.1	334.3	248.6	213.3	600.3	228.3	324.7	17.3	445.8	411	201.9	349.8	9199	9037.4	4906.5	10348.3	7880.5	14254.1	6776.9	5912.7	5022.3	7640.2	10088.8	5498.6	11285.5	4025.2	14069.8	5384.1	18016.3	7528	7914.1	6231.4
31634_at	233.6	154.6	276	56.2	136.1	77.5	210.5	429.3	70.3	62.7	113.9	74.1	339.1	649.5	591.3	325.5	194.9	210.5	100.7	28.3	57.6	29.2	42.5	37.1	33.1	138.4	25.6	315.7	45.8	41.9	45.2	48.1	38.8	39.3	113.4	43.9	30.1	30.5
31635_g_at	32	55.6	4344.8	250.4	34.5	63.5	579.2	17776.1	49.5	39.5	189.5	68.6	303.1	58	66270.6	143.6	76.2	265.5	7.4	2.9	30.3	27.4	5	12.5	4.3	60.5	66.9	27.2	4.3	49.9	25.2	21.8	18.9	31.3	14.5	8.2	50.2	23.6
31636_s_at	152.3	469.8	829.1	878.1	786.1	161.1	322.7	213.9	733.7	957	863.3	978.4	93.8	1106	309.4	862.4	824.8	668.8	601.1	386.9	145.6	519.1	603.7	825	433.3	504.2	550.4	528.5	456.1	764.7	459.5	141.8	508.3	336.8	380.3	608.5	334.8	392.3
31637_s_at	2489.6	2728.6	1883.9	1703.9	1364.8	3041.3	2237.7	942.4	1657.7	1386	1639.3	3512.5	1688.3	2728.3	2112	2796.1	1505.5	1785.1	339.1	191.4	73.8	351.8	343.8	321.8	299.3	373.4	210	185.8	284.7	166.6	927.3	125.9	296.2	243	139.2	440.1	281.5	239.2
31638_at	4828.4	2332.1	2379.9	2610.3	3294	3709.5	5961.5	4408.6	4374.4	3267.2	3513	3319.5	3675.9	968.9	4153.2	4349.9	2490.1	2617	8.7	18.7	89.2	47.5	17.2	11.9	38	22.5	91	45.7	81.7	42.9	14.6	3.1	4	57.6	6.6	82.8	108.6	7.4
31639_f_at	17.2	48	71.3	33.1	17.1	22.5	180.9	23.8	59.8	106	70.7	20.3	263.3	22.5	21.1	34.9	35.6	29.6	27.3	47.2	13.3	12.4	40.7	53.9	20.5	45.8	4.6	84.3	45	49.2	62.9	27.3	84.6	22.5	47.8	94.3	21	29.5
31640_r_at	59.6	99.4	112.2	114.2	131.4	140.5	183	117.6	108.7	431.9	174.9	238.6	152.1	81.6	68.1	236.4	243.9	136.7	7	9.8	5.4	4	5.9	16.2	5.4	14.6	11	6.7	5.7	86.4	8.2	7.5	6.8	4.3	6.1	25.6	10.4	5.8
31641_s_at	344.4	80.8	277.8	106.1	91	97.9	91.8	56.5	113.9	88.5	228.9	73.1	41.4	63.8	121.5	71.1	407.5	105.6	43.4	52.7	109.9	100.2	102.9	137.3	91.4	89.2	36.3	146.8	235.6	84.3	79	113.5	18.1	80.4	90.7	65.3	107.4	45.9
31642_at	52.1	39.6	17.9	49.4	53.7	77.8	59.7	15.6	113.5	61.1	158.6	16.3	20.3	14.6	124.6	15.2	100.2	32.9	36.9	19.4	14.8	7.6	10.9	29.6	14.1	12.4	14.8	7.2	30.5	17.4	24.1	19.4	64.9	10.1	18.2	20.5	20.5	13.9
31643_at	9.4	14.6	12.3	9.4	21.5	16	144.3	26.6	183.7	18.3	31.8	10.4	29.5	82.4	32.4	15.3	12.4	12	787.7	321.7	530.8	463.3	278.5	882.7	704.8	733.9	606.4	350.3	523.4	1024.3	346.5	626	577.7	446.9	607.3	728.5	509.3	576.8
31644_at	144.4	67.6	268.3	84.7	67.7	177.4	76.4	106.4	66.2	62.3	81.2	66.3	42.2	67.5	93.4	97.9	127.1	55.9	190.9	49.3	1017.8	259.8	52.8	104.3	89	105.7	32	52	174.3	80.1	122.2	58	67.8	82.7	38.2	49.9	118.4	30.1
